Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7)
0.0,0.0654668274093104,0.0,0.0,0.0,0.0,0.0,0.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04109741128746929,0.01,0.05,0.0,0.0,0.002,0.0
7.467436442906293e-28,0.0654668274093104,2.11297190991617e-25,4.70940394579726e-50,2.140022901140741e-22,-1.261380646143048e-212,2.5653711279226254e-25,0.938,2.305705271613057e-117,6.422924592188936e-23,1.1538297825494345e-72,4.523992180064554e-26,8.80404962465071e-24,0.0,0.0,0.04109741128746929,0.01,0.05,7.697281983165402e-133,2.7269343961009134e-142,0.002,-3.236030815249189e-223
2.090882204013762e-27,0.0654668274093104,5.9163213477652765e-25,2.844479983261545e-49,5.992064123194078e-22,4.431617140508592e-210,7.183039158183354e-25,0.938,1.4026730390513517e-115,1.7984188858129023e-22,1.3698267178426888e-71,1.2667178104180748e-25,2.465133894902199e-23,0.0,0.0,0.04109741128746929,0.01,0.05,7.557355625299482e-122,3.0133384338728613e-140,0.002,2.043214373308261e-220
4.779159323460027e-27,0.0654668274093104,1.352302022346349e-24,1.3694946674378435e-48,1.3696146567300745e-21,4.876620115989627e-207,1.6418375218704809e-24,0.938,6.332336590283017e-114,4.11067173900092e-22,1.3449039945396221e-70,2.895354995241313e-25,5.634591759776455e-23,0.0,0.0,0.04109741128746929,0.01,0.05,1.4574900134365408e-120,2.726242033001459e-138,0.002,4.505934634009114e-217
1.0155713562352558e-26,0.0654668274093104,2.8736417974859914e-24,5.980943011162525e-48,2.9104311455514055e-21,3.594233081627014e-204,3.4889047339747725e-24,0.938,2.39096980926313e-112,8.735177445376954e-22,1.1895523526171682e-69,6.152629364887784e-25,1.1973507489524966e-22,0.0,0.0,0.04109741128746929,0.01,0.05,2.495006978555688e-119,2.0632610724982165e-136,0.002,6.6435449212605e-214
2.090882204013762e-26,0.0654668274093104,5.9163213477652765e-24,2.4969259720617126e-47,5.992064123194056e-21,2.1947192966704465e-201,7.183039158183358e-24,0.938,8.295384985658988e-111,1.7984188858129026e-21,9.998904282808252e-69,1.2667178104180708e-24,2.465133894902198e-22,0.0,0.0,0.04109741128746929,0.01,0.05,4.118866777969522e-118,1.4333976389227376e-134,0.002,8.114535628926424e-211
4.2415038995707744e-26,0.0654668274093104,1.2001680448323847e-23,1.0200757322754745e-46,1.2155330078479312e-20,1.2252423922936684e-198,1.4571308006600533e-23,0.938,2.7627095465175393e-109,3.648221168363317e-21,8.19770583939785e-68,2.5696275582766483e-24,5.0007001868016e-22,0.0,0.0,0.04109741128746929,0.01,0.05,6.691315059239079e-117,9.553534558071554e-133,0.002,9.060874137766838e-208
8.542747290684799e-26,0.0654668274093104,2.417239864944099e-23,4.123309205934938e-46,2.448186198904965e-20,6.547986671349113e-196,2.934784570343492e-23,0.938,9.01794409813185e-108,7.347825733464146e-21,6.638714728621116e-67,5.1754470539937735e-24,1.0071832770600397e-21,0.0,0.0,0.04109741128746929,0.01,0.05,1.078697103883927e-115,6.238823966956708e-131,0.002,9.685080833381724e-205
1.714523407291285e-25,0.0654668274093104,4.851383505167527e-23,1.6579644967337405e-45,4.913492581018962e-20,3.424860799688459e-193,5.890092109710381e-23,0.938,2.9144437047146585e-106,1.4747034863665803e-20,5.343415168722759e-66,1.0387086045427903e-23,2.0214097938197957e-21,0.0,0.0,0.04109741128746929,0.01,0.05,1.732384365463528e-114,4.033197695568386e-129,0.002,1.013158151059198e-201
3.435020763736895e-25,0.0654668274093104,9.719670785614384e-23,6.649179174647737e-45,9.844105345246672e-20,1.7722900132784261e-190,1.1800707188444203e-22,0.938,9.372414184234172e-105,2.954545312406911e-20,4.287754156367267e-65,2.0810364028295693e-23,4.0498628273392966e-21,0.0,0.0,0.04109741128746929,0.01,0.05,2.7769901485136406e-113,2.594237602729364e-127,0.002,1.0485848410370632e-198
6.876015476628115e-25,0.0654668274093104,1.9456245346508096e-22,2.6631398633010435e-44,1.9705330873700956e-19,9.122482335090472e-188,2.3621937345912047e-22,0.938,3.0065854347978724e-103,5.914228964487573e-20,3.4354210665075776e-64,4.1656919994029365e-23,8.106768894378253e-21,0.0,0.0,0.04109741128746929,0.01,0.05,4.447324365077092e-112,1.6644818825753415e-125,0.002,1.0794786499284992e-195
1.3758004902410555e-24,0.0654668274093104,3.8929394468295524e-22,1.0659499795988013e-43,3.9427781930604984e-19,4.6831326620604153e-185,4.72643976608485e-22,0.938,9.632951491563152e-102,1.1833596268648902e-19,2.750425736288192e-63,8.335003192548911e-23,1.6220581028455977e-20,0.0,0.0,0.04109741128746929,0.01,0.05,7.119031085732645e-111,1.0666047767837282e-123,0.002,1.1083287724374486e-192
2.7521983753975435e-24,0.0654668274093104,7.787569271187037e-22,4.26518838254241e-43,7.887268404439489e-19,2.400949254550556e-182,9.454931829072441e-22,0.938,3.0844463716561736e-100,2.367233087697156e-19,2.2011764995617992e-62,1.667362557883782e-22,3.2448205296610697e-20,0.0,0.0,0.04109741128746929,0.01,0.05,1.1393099418428385e-109,6.83055021291511e-122,0.002,1.1364378435896167e-189
5.504994145710519e-24,0.0654668274093104,1.5576828919902007e-21,1.706353085405802e-42,1.5776248827190207e-18,1.2301021136538198e-179,1.891191595504884e-21,0.938,9.873272539321607e-99,4.734980009361689e-19,1.761275635322035e-61,3.3350870351403474e-22,6.490345383291719e-20,0.0,0.0,0.04109741128746929,0.01,0.05,1.823107881450069e-108,4.3729221419505375e-120,0.002,1.1644856700051833e-186
1.1010585686336471e-23,0.0654668274093104,3.1155348217331947e-21,6.825967845963106e-42,3.15542096726626e-18,6.300212467439895e-177,3.782588420700651e-21,0.938,3.15993436612959e-97,9.470473852690756e-19,1.4091542968201851e-60,6.670535989648613e-22,1.298139509055184e-19,0.0,0.0,0.04109741128746929,0.01,0.05,2.917142189925746e-107,2.799108655950842e-118,0.002,1.1928293491146127e-183
2.2021768767588374e-23,0.0654668274093104,6.2312386812191816e-21,2.7304982432117055e-41,6.311013136349118e-18,3.2262433882144265e-174,7.565382071094128e-21,0.938,1.0112569488952108e-95,1.8941461539348913e-18,1.1273769557423576e-59,1.3341433898645687e-21,2.596349450506736e-19,0.0,0.0,0.041097411287469285,0.01,0.05,4.667563167579943e-106,1.7915698683717763e-116,0.002,1.2216598870951161e-180
4.404413493009218e-23,0.0654668274093104,1.2462646400191157e-20,1.0922215186476324e-40,1.262219747446836e-17,1.6519730190045263e-171,1.5130969371888865e-20,0.938,3.236146964985993e-94,3.78834369126653e-18,9.019229724845883e-59,2.668322971656198e-21,5.192769333407956e-19,0.0,0.0,0.04109741128746928,0.009999999999999998,0.049999999999999996,7.468209599132484e-105,1.1466496230360857e-114,0.0019999999999999996,1.2510831287057876e-177
8.80888672550998e-23,0.0654668274093104,2.4925461838135094e-20,4.368930517728555e-40,2.5244566150520935e-17,8.458446266387687e-169,3.0262143973509456e-20,0.938,1.0355869858277242e-92,7.576738765929833e-18,7.215469412655645e-58,5.336682135208319e-21,1.0385609099202852e-18,0.0,0.0,0.041097411287469264,0.009999999999999997,0.04999999999999998,1.1949222183561462e-103,7.338701294205032e-113,0.001999999999999999,1.281161342292731e-174
1.7617833190511503e-22,0.0654668274093104,4.985109271402292e-20,1.747581095771816e-39,5.048930350188244e-17,4.330807739792879e-166,6.052449317687515e-20,0.938,3.313910286332888e-91,1.5153528915256548e-17,5.772409783581239e-57,1.0673400462188003e-20,2.077128863076248e-18,0.0,0.0,0.04109741128746923,0.009999999999999993,0.049999999999999954,1.9118824954124612e-102,4.69681481509737e-111,0.0019999999999999983,1.3119344615007072e-171
3.523572612051455e-22,0.0654668274093104,9.970235446579839e-20,6.990342160593447e-39,1.0097877820163095e-16,2.217389837681538e-163,1.2104919158410447e-19,0.938,1.0604564007674643e-89,3.030710921391042e-17,4.617941528479774e-56,2.1346837115649154e-20,4.154264769376104e-18,0.0,0.0,0.04109741128746916,0.009999999999999986,0.049999999999999906,3.0590175496433745e-101,3.0059761976461003e-109,0.001999999999999996,1.3434307645312618e-168
