Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),NO2(13),NO2_X(14),NHO_X(15),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),N2X(48)
3.475855608309388e-05,0.041168933244172715,1.2968919583536915e-07,2.829294693598213e-06,1.2226594130704515e-06,1.370737490299086e-19,2.8806162072703924e-06,5.082678980660766e-27,3.017016745375891e-14,2.9588971489490354e-17,0.938,6.847678858823472e-06,0.015713239484339236,0.0003738264755701219,3.168343001126563e-09,2.2314226648079533e-05,0.0,0.0,0.009720888389627888,0.001853722852753889,0.05057124130304215,1.6033691149035866e-10,5.1195652299358805e-17,0.0015940523125034106,4.381755272809108e-13,4.748513040116879e-13
3.486772441309255e-05,0.041168933244172715,1.2898737891234042e-07,2.842829242252903e-06,1.221718398206597e-06,1.399290127170823e-19,2.87980832143653e-06,5.150932909563634e-27,3.0531969959831956e-14,2.9766425256139695e-17,0.938,6.914553124719621e-06,0.015718843748641635,0.00037646510460913264,3.1742163539421785e-09,2.2257219608031667e-05,0.0,0.0,0.009712624539347212,0.0018488513561084991,0.05057531409289591,1.6339692895452156e-10,5.2022628307396314e-17,0.0015913909773500876,4.476833607480675e-13,4.835108126256307e-13
3.497689274309122e-05,0.041168933244172715,1.2829105486391763e-07,2.8563580257464893e-06,1.2207829550490696e-06,1.4282874301854107e-19,2.8789850992930574e-06,5.219694502910544e-27,3.089590246594394e-14,2.99439920908879e-17,0.938,6.9816835686832e-06,0.01572439922060565,0.0003791077918377271,3.1800386006618997e-09,2.220031999627936e-05,0.0,0.0,0.00970440506969687,0.001844000889390251,0.05057939335353495,1.665001844775644e-10,5.2858758486557946e-17,0.001588725220586083,4.573476815116061e-13,4.922852374157261e-13
3.508606107308989e-05,0.041168933244172715,1.2760016270232654e-07,2.86988068086146e-06,1.2198530406155002e-06,1.4577336332933466e-19,2.8781467264710557e-06,5.288962678362826e-27,3.1261954198763034e-14,3.012166642852411e-17,0.938,7.049068060956695e-06,0.015729906293687274,0.00038175447793636447,3.185809859238921e-09,2.2143527569820605e-05,0.0,0.0,0.009696229649194575,0.0018391713032656608,0.05058347899234285,1.6964704810549922e-10,5.3704086399666703e-17,0.001586055104327158,4.671701276842306e-13,5.011754586111237e-13
3.5195229403088564e-05,0.041168933244172715,1.269146423191381e-07,2.8833968445087676e-06,1.2189286123238263e-06,1.4876329743399215e-19,2.8772933859741116e-06,5.3587363074745705e-27,3.1630114208950963e-14,3.029944270150831e-17,0.938,7.116704462752464e-06,0.01573536535797492,0.00038440510383295167,3.19153024883194e-09,2.208684208958217e-05,0.0,0.0,0.00968809794948455,0.001834362449909821,0.05058757091706227,1.7283789028936296e-10,5.45586552337441e-17,0.0015833806904457176,4.771523410380513e-13,5.101823563626422e-13
3.5304397733087235e-05,0.041168933244172715,1.2623443446969724e-07,2.8969061537638407e-06,1.218009627987539e-06,1.5179896946876696e-19,2.8764252582173275e-06,5.429014215989442e-27,3.200037137337734e-14,3.0477315340482955e-17,0.938,7.184590626527261e-06,0.01574077680022619,0.00038705961070360713,3.197199889781765e-09,2.2030263320338408e-05,0.0,0.0,0.00968000964529964,0.0018295741829870496,0.05059166903579657,1.760730818641666e-10,5.5422507796236505e-17,0.0015807020405698348,4.872959668644401e-13,5.193068106940939e-13
3.5413566063085906e-05,0.041168933244172715,1.2555948075790956e-07,2.910408245901427e-06,1.2170960458109768e-06,1.5488080388395882e-19,2.875542521066371e-06,5.4997951841439914e-27,3.2372714397347006e-14,3.065527877475409e-17,0.938,7.252724396254889e-06,0.01574614100390427,0.00038971793997338687,3.2028189035886776e-09,2.1973791030631813e-05,0.0,0.0,0.00967196441442403,0.0018248063576318332,0.05059577325701131,1.7935299402789927e-10,5.629568651130671e-17,0.0015780192160823115,4.976026538335114e-13,5.285497014538616e-13
3.5522734393084576e-05,0.041168933244172715,1.2488972362134835e-07,2.9239027584301607e-06,1.2161878243847262e-06,1.580092254061857e-19,2.874645349875523e-06,5.5710779469773764e-27,3.274713181683884e-14,3.083332743280583e-17,0.938,7.321103607696944e-06,0.015751458349213696,0.00039238003331697435,3.2083874128892374e-09,2.1917424992694937e-05,0.0,0.0,0.009663961937656491,0.0018200588304300752,0.05059988348953567,1.8267799832058786e-10,5.717823341619083e-17,0.001575332278119775,5.080740538532534e-13,5.379119082667258e-13
3.563190272308325e-05,0.041168933244172715,1.2422510631665056e-07,2.9373893291269704e-06,1.2152849226810776e-06,1.6118465900065209e-19,2.8737339175247143e-06,5.642861194647295e-27,3.312361200075466e-14,3.101145574280647e-17,0.938,7.389726088671607e-06,0.015756729213135617,0.000395045832659333,3.2139055414331385e-09,2.1861164982373974e-05,0.0,0.0,0.00965600189877423,0.0018153314594006207,0.05060399964256385,1.8604846660341544e-10,5.807019015762065e-17,0.0015726412875718162,5.187118219283349e-13,5.473943104859344e-13
3.574107105308192e-05,0.041168933244172715,1.235655729052492e-07,2.950867596071493e-06,1.2143873000495233e-06,1.644075298335443e-19,2.872808394456451e-06,5.715143572752009e-27,3.350214315318135e-14,3.118965813307399e-17,0.938,7.458589659320524e-06,0.015761953969462613,0.0003977152801763238,3.2193734140617032e-09,2.1805010779054e-05,0.0,0.0,0.009648083984497229,0.001810624103977077,0.0506081216256565,1.8946477103789971e-10,5.897159798831154e-17,0.0015699463050801565,5.295176160186169e-13,5.569977871455298e-13
3.585023938308059e-05,0.041168933244172715,1.2291106823938283e-07,2.9643371976803816e-06,1.2134949162123614e-06,1.6767826323438729e-19,2.8718689487124627e-06,5.787923682658319e-27,3.388271331566523e-14,3.1367929032590125e-17,0.938,7.527692132373809e-06,0.015767132988832918,0.0004003883182952876,3.224791156685966e-09,2.1748962165585506e-05,0.0,0.0,0.00964020788445317,0.0018059366249899025,0.050612249348741846,1.929272840651332e-10,5.988249776351575e-17,0.0015672473910378559,5.404930968973949e-13,5.667232169129356e-13
3.595940771307926e-05,0.041168933244172715,1.2226153794836276e-07,2.9777977727400845e-06,1.2126077312603574e-06,1.709972846583864e-19,2.8709157459694374e-06,5.861200081835359e-27,3.426531036948952e-14,3.1546262871508315e-17,0.938,7.597031313412941e-06,0.015772266638764198,0.00040306488969559494,3.2301588962638804e-09,2.169301892821244e-05,0.0,0.0,0.009632373291142866,0.0018012688846487737,0.050616382722117076,1.9643637838508823e-10,6.080292993764177e-17,0.0015645446055885508,5.516399280093957e-13,5.765714780417991e-13
3.606857604307793e-05,0.041168933244172715,1.2161692842518852e-07,2.9912489604398735e-06,1.2117257056484297e-06,1.743650196489522e-19,2.8699489495740315e-06,5.934971284194014e-27,3.464992203796243e-14,3.172465408158711e-17,0.938,7.666605001131711e-06,0.0157773552836869,0.0004057449373091614,3.235476760779453e-09,2.1637180856501897e-05,0.0,0.0,0.009624579899906203,0.0017966207465252217,0.05062052165644941,1.9999242693598647e-10,6.173293456093884e-17,0.001561838008625733,5.629597753285565e-13,5.86543448325092e-13
3.61777443730766e-05,0.041168933244172715,1.2097718681341797e-07,3.0046904004062384e-06,1.2108488001914465e-06,1.777818938002043e-19,2.868968720577721e-06,6.009235760431898e-27,3.503653588872239e-14,3.190309709670167e-17,0.938,7.736410987595283e-06,0.015782399284977003,0.00040842840432092983,3.240744879222156e-09,2.1581447743274818e-05,0.0,0.0,0.009616827408888584,0.001791992075535528,0.05062466606277731,2.0359580287373736e-10,6.267255127624788e-17,0.0015591276597920515,5.744543072156112e-13,5.96640005048479e-13
3.628691270307527e-05,0.041168933244172715,1.2034226099423793e-07,3.018121732734666e-06,1.209976976060084e-06,1.812483327194314e-19,2.867975217771223e-06,6.083991938383739e-27,3.542513933604196e-14,3.208158635337528e-17,0.938,7.80644705849716e-06,0.015787399000988432,0.00041111523416932205,3.2459633815647986e-09,2.1525819384538364e-05,0.0,0.0,0.009609115519007916,0.001787382737923884,0.05062881585251144,2.0724687955144502e-10,6.362181931581774e-17,0.0015564136184786559,5.861251942755069e-13,6.06862024943952e-13
3.639608103307394e-05,0.041168933244172715,1.197120995738811e-07,3.031542598020645e-06,1.2091101947766889e-06,1.8476476198979778e-19,2.8669685977180745e-06,6.1592382033769886e-27,3.5815719643134075e-14,3.2260116291165317e-17,0.938,7.876710993413975e-06,0.015792354787084927,0.0004138053705466603,3.2511323987430917e-09,2.147029557941973e-05,0.0,0.0,0.009601443933922002,0.0017827926012458013,0.05063297093743582,2.1094603049898686e-10,6.458077749818762e-17,0.0015536959438245657,5.979741092146801e-13,6.172103841437304e-13
3.6505249363072614e-05,0.041168933244172715,1.1908665187131001e-07,3.044952637393787e-06,1.2082484182112577e-06,1.883316071330582e-19,2.8659490147877005e-06,6.234972898592539e-27,3.6208263924479715e-14,3.2438681353151175e-17,0.938,7.9472005660585e-06,0.015797266995671494,0.0004164987573995546,3.256252062636122e-09,2.141487613010067e-05,0.0,0.0,0.009593812359996507,0.001778221534351774,0.05063713122970876,2.1469362940266447e-10,6.554946422513496e-17,0.0015509746947160756,6.100027266982133e-13,6.276859581344296e-13
3.6614417693071285e-05,0.041168933244172715,1.1846586790604431e-07,3.0583514925493005e-06,1.2073916085774822e-06,1.9194929357217794e-19,2.8649166211883085e-06,6.311194325430431e-27,3.66027591481557e-14,3.2617275986526766e-17,0.938,8.017913544530535e-06,0.015802135976225436,0.0004191953389292632,3.2613225060451737e-09,2.135956084175394e-05,0.0,0.0,0.009586220506273333,0.0017736694073711863,0.05064129664186372,2.1849005008492956e-10,6.652791747868953e-17,0.0015482499297861869,6.222127232069003e-13,6.382896217115088e-13
3.6723586023069956e-05,0.041168933244172715,1.178496983863147e-07,3.0717388057769183e-06,1.2065397284287822e-06,1.9561824659426849e-19,2.863871566999173e-06,6.387900743880407e-27,3.69991921381558e-14,3.279589464293381e-17,0.938,8.088847691565508e-06,0.01580696207532691,0.00042189505959202455,3.2663438626737384e-09,2.130434952248114e-05,0.0,0.0,0.00957866808443948,0.00176913609169646,0.05064546708681026,2.2233566648418562e-10,6.751617481821307e-17,0.001545521707414074,6.346057768942409e-13,6.49022248933987e-13
3.6832754353068626e-05,0.041168933244172715,1.1723809469749181e-07,3.0851142199941134e-06,1.2056927406544484e-06,1.9933889131358106e-19,2.8628140002022167e-06,6.465090372897154e-27,3.7397549576732147e-14,3.2974531778875666e-17,0.938,8.160000764781252e-06,0.01581174563668908,0.00042459786409935807,3.2713162671087775e-09,2.1249241983250772e-05,0.0,0.0,0.009571154808796367,0.0017646214599674396,0.050649642477834905,2.2623085263466762e-10,6.851427337754468e-17,0.0015427900857245742,6.471835674433938e-13,6.59884713079437e-13
3.69419226830673e-05,0.041168933244172715,1.1663100889064049e-07,3.0984773787774894e-06,1.2048506084758806e-06,2.0311165263432373e-19,2.861744066713283e-06,6.542761390780094e-27,3.779781800674075e-14,3.315318185642128e-17,0.938,8.231370516922693e-06,0.015816487001187866,0.0004273036974183371,3.2762398548004656e-09,2.1194238037838244e-05,0.0,0.0,0.009563680396229578,0.00176012538605601,0.050653822728601854,2.301759826464006e-10,6.9522249862212e-17,0.0015400551225877132,6.599477759241064e-13,6.708778865992583e-13
3.705109101306597e-05,0.041168933244172715,1.160283936713483e-07,3.1118279263901445e-06,1.2040132954427698e-06,2.0693695521386906e-19,2.860661910413103e-06,6.620911935557634e-27,3.819998383397561e-14,3.333183934351138e-17,0.938,8.302954696104203e-06,0.015821186506891252,0.0004300125047718386,3.2811147620429642e-09,2.1139337502767763e-05,0.0,0.0,0.00955624456617909,0.0017556477450509443,0.0506580077531538,2.3417143068523956e-10,7.054014054670788e-17,0.001537316875618254,6.729000846496508e-13,6.8200264107423e-13
3.716025934306464e-05,0.041168933244172715,1.1543020238885391e-07,3.1251655078134626e-06,1.2031807654294e-06,2.1081522342609558e-19,2.8595676731775403e-06,6.69954010537573e-27,3.860403332951895e-14,3.351049871419812e-17,0.938,8.374751046050082e-06,0.015825844489088182,0.0004327242316387609,3.2859411259561797e-09,2.108454019725377e-05,0.0,0.0,0.009548847040609886,0.0017511884132429738,0.05066219746591257,2.382175709529916e-10,7.156798127183278e-17,0.0015345754021752747,6.860421770337864e-13,6.932598471703456e-13
