Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),NO2(13),NO2_X(14),NHO_X(15),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7)
2.0867734583837912e-07,0.05954180215024143,1.860327410664228e-07,1.6126610444832184e-10,1.0164167902320833e-06,6.664347668538372e-31,8.676512530148001e-06,2.6199970555844394e-27,7.868432350880776e-20,2.4952402740766684e-19,0.938,1.0869518671747654e-12,0.0008234762081437547,1.8335739876481323e-09,1.8667095810739255e-09,8.254476562345204e-07,0.0,0.0,0.03654373695849928,0.009590382592025746,0.04999474032321788,1.7357055099951337e-19,3.159766501809802e-19,0.0019989865236756557,4.102062556610825e-24
2.0907047902535394e-07,0.05954180215024143,1.8600727194631792e-07,1.605320445076191e-10,1.0163756607963252e-06,6.720418692803646e-31,8.676980234974148e-06,2.643096343656011e-27,7.918498555362075e-20,2.488441806609213e-19,0.938,1.0916475031265112e-12,0.0008249544312814352,1.8354322386254622e-09,1.8696725742015406e-09,8.254141066142951e-07,0.0,0.0,0.03654225836371308,0.009589643601977118,0.0499947401183392,1.7449956434291525e-19,3.1822407497445044e-19,0.0019989865815655096,4.13674379115149e-24
2.0946361221232876e-07,0.05954180215024143,1.8598274359590316e-07,1.5980507409062557e-10,1.0163345401063095e-06,6.776785309363981e-31,8.677404458958547e-06,2.666334881170528e-27,7.968729667223422e-20,2.4817113178477005e-19,0.938,1.096346993979345e-12,0.0008264323987535056,1.8372836099566947e-09,1.8726289201102145e-09,8.253805642288619e-07,0.0,0.0,0.036540780067123,0.009588904728659161,0.04999473993566268,1.7543045722441587e-19,3.204812263798495e-19,0.0019989866385071446,4.17160976668691e-24
2.0985674539930359e-07,0.05954180215024143,1.859591509057867e-07,1.590851368461852e-10,1.0162934281491352e-06,6.833447960457882e-31,8.67778541507113e-06,2.689713052836852e-27,8.019125602561734e-20,2.475048541230641e-19,0.938,1.1010503061402974e-12,0.0008279101107343199,1.839128165348387e-09,1.8755786148230884e-09,8.253470290690716e-07,0.0,0.0,0.03653930206834685,0.009588165972039202,0.049994739775079344,1.7636322459381464e-19,3.2274811255705724e-19,0.0019989866945056734,4.206660777098137e-24
2.102498785862784e-07,0.05954180215024143,1.8593648879683209e-07,1.5837217666391678e-10,1.0162523249119e-06,6.89040708637905e-31,8.678123316352297e-06,2.7132312426511982e-27,8.069686278271773e-20,2.468453207430385e-19,0.938,1.1057574063872874e-12,0.0008293875673982019,1.8409659682370191e-09,1.8785216545928504e-09,8.253135011257657e-07,0.0,0.0,0.03653782436700239,0.009587427332084593,0.04999473963648018,1.772978614445328e-19,3.250247415969181e-19,0.0019989867495661755,4.241897115108699e-24
2.1064301177325323e-07,0.05954180215024143,1.8591475221988886e-07,1.5766613767686524e-10,1.0162112303816997e-06,6.947663125509976e-31,8.678418375902521e-06,2.7368898339007284e-27,8.120411612067587e-20,2.461925044430349e-19,0.938,1.110468261868479e-12,0.0008308647689194415,1.84279708178658e-09,1.881458035900377e-09,8.252799803897746e-07,0.0,0.0,0.036536346962707286,0.009586688808762704,0.049994739519756144,1.7823436281367295e-19,3.273111215220045e-19,0.001998986803693703,4.2773190723050415e-24
2.1103614496022805e-07,0.05954180215024143,1.8589393615552503e-07,1.5696696426407687e-10,1.0161701445456294e-06,7.005216514355409e-31,8.678670806872076e-06,2.760689209167208e-27,8.171301522503597e-20,2.4554637776014607e-19,0.938,1.1151828401016023e-12,0.0008323417154722883,1.8446215688862281e-09,1.884387755453372e-09,8.252464668519186e-07,0.0,0.0,0.036534869855079165,0.009585950402040938,0.049994739424798235,1.7917272378207232e-19,3.296072602873807e-19,0.001998986856893277,4.3129269391569036e-24
2.1142927814720287e-07,0.05954180215024143,1.8587403561376358e-07,1.5627460105310063e-10,1.0161290673907837e-06,7.06306768757581e-31,8.678880822450753e-06,2.7846297503307313e-27,8.222355928995328e-20,2.4490691297779e-19,0.938,1.1199011089732324e-12,0.0008338184072309472,1.8464394921480231e-09,1.8873108101849893e-09,8.252129605030084e-07,0.0,0.0,0.03653339304373563,0.009585212111886718,0.04999473935149741,1.801129394743497e-19,3.319131657813637e-19,0.0019989869091698903,4.348721005037682e-24
2.118224113341777e-07,0.05954180215024143,1.8585504563382138e-07,1.555889929224145e-10,1.0160879989042566e-06,7.1212170780206945e-31,8.679048635857719e-06,2.8087118385735078e-27,8.273574751839778e-20,2.442740821332057e-19,0.938,1.1246230367380322e-12,0.000835294844369573,1.848250913904728e-09,1.8902271972524645e-09,8.251794613338458e-07,0.0,0.0,0.0365319165282943,0.00958447393826749,0.049994739299744614,1.8105500505894665e-19,3.3422884582628325e-19,0.001998986960528503,4.384701558244729e-24
2.1221554452115252e-07,0.05954180215024143,1.858369612838517e-07,1.5491008500377892e-10,1.016046939073144e-06,7.179665116761893e-31,8.67917446033143e-06,2.832935854383714e-27,8.324957912235434e-20,2.4364785702487595e-19,0.938,1.1293485920179596e-12,0.0008367710270622667,1.8500558962076801e-09,1.893136914035747e-09,8.25145969335225e-07,0.0,0.0,0.036530440308372804,0.009583735881150728,0.04999473926943082,1.8199891574816273e-19,3.365543081792409e-19,0.0019989870109740518,4.420868886019619e-24
2.1260867770812734e-07,0.05954180215024143,1.8581977766068884e-07,1.542378226845181e-10,1.0160058878845427e-06,7.238412233126708e-31,8.679258509119575e-06,2.8573021775594002e-27,8.376505332301952e-20,2.430282092198744e-19,0.938,1.1340777438014365e-12,0.000838246955483069,1.8518545008247358e-09,1.8960399581361104e-09,8.251124844979316e-07,0.0,0.0,0.03652896438358875,0.009582997940503936,0.04999473926044703,1.8294466679818512e-19,3.388895605328664e-19,0.001998987060511441,4.457223274568351e-24
2.1300181089510216e-07,0.05954180215024143,1.8580348988959592e-07,1.5357215160972843e-10,1.0159648453255505e-06,7.297458854731027e-31,8.679300995469166e-06,2.8818111872124673e-27,8.428216935099488e-20,2.424151100611358e-19,0.938,1.1388104614424849e-12,0.0008397226298059574,1.8536467892382763e-09,1.898936327374782e-09,8.250790068127422e-07,0.0,0.0,0.03652748875355981,0.009582260116294632,0.0499947392726842,1.8389225350911215e-19,3.4123461051607342e-19,0.001998987109145547,4.493765009081516e-24
2.1339494408207698e-07,0.05954180215024143,1.857880931240157e-07,1.5291301768441748e-10,1.015923811383268e-06,7.356805407512281e-31,8.679302132616627e-06,2.9064632617726913e-27,8.480092644647647e-20,2.4180853067465213e-19,0.938,1.1435467146598231e-12,0.0008411980502048389,1.8554328226432886e-09,1.9018260197915466e-09,8.250455362704262e-07,0.0,0.0,0.0365260134179037,0.00958152240849037,0.04999473930603336,1.848416712249718e-19,3.435894656948129e-19,0.0019989871568812196,4.5304943737543954e-24
2.137880772690518e-07,0.05954180215024143,1.85773582545324e-07,1.522603670755716e-10,1.0158827860447971e-06,7.416452315762358e-31,8.679262133778017e-06,2.9312587789918132e-27,8.532132385944145e-20,2.4120844197659144e-19,0.938,1.1482864735359318e-12,0.0008426732168535483,1.8572126619455082e-09,1.904709033643372e-09,8.250120728617471e-07,0.0,0.0,0.03652453837623821,0.009580784817058718,0.04999473936038554,1.8579291533373438e-19,3.459541335728248e-19,0.001998987203723278,4.567411651807018e-24
2.1418121045602663e-07,0.05954180215024143,1.857599533625862e-07,1.5161414621415446e-10,1.0158417692972455e-06,7.476400002160371e-31,8.679181212139276e-06,2.9561981159476802e-27,8.584336084983075e-20,2.406148146803404e-19,0.938,1.1530297085160872e-12,0.0008441481299258406,1.8589863677596315e-09,1.9075853674030084e-09,8.249786165774613e-07,0.0,0.0,0.03652306362818122,0.009580047341967275,0.0499947394356318,1.8674598126731959e-19,3.4832862159238777e-19,0.001998987249676517,4.604517125504139e-24
2.1457434364300145e-07,0.05954180215024143,1.8574720081231604e-07,1.5097430179703744e-10,1.0158007611277226e-06,7.536648887805321e-31,8.679059580846592e-06,2.9812816490484464e-27,8.636703668772845e-20,2.400276193034731e-19,0.938,1.1577763904073564e-12,0.0008456227895953885,1.8607540004075916e-09,1.910455019757604e-09,8.249451674083182e-07,0.0,0.0,0.03652158917335067,0.00957930998318367,0.04999473953166324,1.877008645015989e-19,3.5071293713506736e-19,0.0019989872947457016,4.641811076175176e-24
2.1496747682997627e-07,0.05954180215024143,1.8573532015823723e-07,1.5034078078886145e-10,1.0157597615233422e-06,7.597199392248688e-31,8.67889745299681e-06,3.0065097540368213e-27,8.6892350653538e-20,2.394468261746391e-19,0.938,1.162526490377565e-12,0.0008470971960357759,1.8625156199169002e-09,1.9133179896073052e-09,8.249117253450617e-07,0.0,0.0,0.03652011501136462,0.009578572740675542,0.04999473964837099,1.8865756055639216e-19,3.531070875224615e-19,0.0019989873389355704,4.679293784234075e-24
2.153606100169511e-07,0.05954180215024143,1.8572430669104805e-07,1.4971353042383225e-10,1.0157187704712228e-06,7.658051933526871e-31,8.678695041627905e-06,3.0318828059943795e-27,8.74193020381547e-20,2.3887240544037846e-19,0.938,1.1672799799542297e-12,0.0008485713494204956,1.8642712860190543e-09,1.9161742760638586e-09,8.248782903784302e-07,0.0,0.0,0.0365186411418413,0.009577835614410567,0.049994739785646225,1.896160649954593e-19,3.5551108001694437e-19,0.001998987382250835,4.716965529199101e-24
2.1575374320392592e-07,0.05954180215024143,1.8571415572818845e-07,1.4909249820744925e-10,1.0156777879584896e-06,7.7192069281935075e-31,8.678452559709577e-06,3.0574011793459108e-27,8.794789014313499e-20,2.3830432707185913e-19,0.938,1.1720368310234633e-12,0.000850045249922942,1.866021058148001e-09,1.9190238784492164e-09,8.24844862499157e-07,0.0,0.0,0.036517167564399024,0.009577098604356448,0.049994739943380176,1.9057637342648683e-19,3.579249218224081e-19,0.0019989874246961804,4.754826589712575e-24
2.1614687639090074e-07,0.05954180215024143,1.8570486261360955e-07,1.4847763191816885e-10,1.015636813972272e-06,7.780664791351701e-31,8.67817022013389e-06,3.0830652478638345e-27,8.847811428086245e-20,2.377425608715367e-19,0.938,1.1767970158288447e-12,0.0008515188977164092,1.8677649954386748e-09,1.9218667962941323e-09,8.24811441697971e-07,0.0,0.0,0.036515694278656294,0.0095763617104809,0.04999474012146412,1.9153848150106986e-19,3.6034862008500176e-19,0.0019989874662762652,4.792877243560538e-24
2.1654000957787556e-07,0.05954180215024143,1.8569642271754558e-07,1.4786887960900313e-10,1.015595848499705e-06,7.842425936686095e-31,8.677848235705962e-06,3.108875384672647e-27,8.900997377471024e-20,2.371870764797388e-19,0.938,1.1815605069702624e-12,0.0008529922929740843,1.8695031567255892e-09,1.9247030293367552e-09,8.247780279655955e-07,0.0,0.0,0.03651422128423174,0.009575624932751672,0.049994740319789364,1.9250238491468864e-19,3.6278218189386872e-19,0.001998987506995721,4.831117767692336e-24
2.1693314276485038e-07,0.05954180215024143,1.856888314362893e-07,1.4726618960905463e-10,1.0155548915279317e-06,7.904490776494821e-31,8.677486819134794e-06,3.13483196225343e-27,8.954346795920049e-20,2.3663784338117177e-19,0.938,1.1863272774027292e-12,0.0008544654358690445,1.8712356005414866e-09,1.9275325775212302e-09,8.247446212927506e-07,0.0,0.0,0.03651274858074421,0.009574888271136535,0.049994740538247345,1.9346807940668067e-19,3.652256142818817e-19,0.0019989875468591546,4.869548438240133e-24
2.173262759518252e-07,0.05954180215024143,1.8568208419196847e-07,1.4666951052498794e-10,1.0155139430441011e-06,7.966859721721366e-31,8.677086183024106e-06,3.1609353524484004e-27,9.007859618016022e-20,2.3609483091135083e-19,0.938,1.1910973004351621e-12,0.0008559383265742521,1.8729623851160624e-09,1.9303554409962856e-09,8.247112216701529e-07,0.0,0.0,0.03651127616781272,0.00957415172560329,0.04999474077672948,1.944355607602083e-19,3.67678924226374e-19,0.0019989875858711457,4.908169530538358e-24
2.1771940913880003e-07,0.05954180215024143,1.8567617643232647e-07,1.460787912424386e-10,1.015473003035371e-06,8.02953318198621e-31,8.676646539863296e-06,3.187185926465509e-27,9.061535779487404e-20,2.355580082629528e-19,0.938,1.1958705497291451e-12,0.00085741096526255,1.874683568374732e-09,1.9331716201138263e-09,8.246778290885161e-07,0.0,0.0,0.03650980404505652,0.00957341529611975,0.049994741035127306,1.9540482480222127e-19,3.701421186498704e-19,0.00199898762403625,4.946981319143055e-24
2.1811254232577485e-07,0.05954180215024143,1.8567110363050385e-07,1.4549398092736126e-10,1.0154320714889062e-06,8.092511565618425e-31,8.676168102018455e-06,3.2135840548830724e-27,9.115375217223365e-20,2.350273444920934e-19,0.938,1.200646999297653e-12,0.0008588833521066573,1.876399207937467e-09,1.935981115427525e-09,8.246444435385489e-07,0.0,0.0,0.036508332212095054,0.009572678982653767,0.049994741313332446,1.963758674034151e-19,3.7261520442081383e-19,0.001998987661358996,4.9859840778511844e-24
2.1850567551274967e-07,0.05954180215024143,1.8566686128482347e-07,1.4491502902731606e-10,1.0153911483918806e-06,8.155795279687058e-31,8.675651081723462e-06,3.2401301076544666e-27,9.169377869288401e-20,2.3450280852452647e-19,0.938,1.2054266235037576e-12,0.0008603554872791655,1.8781093611176884e-09,1.93878392769141e-09,8.246110650109597e-07,0.0,0.0,0.03650686066854802,0.009571942785173208,0.049994741611236564,1.9734868447818517e-19,3.7509818835429023e-19,0.001998987697843888,5.0251780797197965e-24
2.188988086997245e-07,0.05954180215024143,1.8566344491857712e-07,1.4434188527269553e-10,1.015350233731476e-06,8.219384730032427e-31,8.675095691071162e-06,3.266824454112852e-27,9.223543674936645e-20,2.3398436916176696e-19,0.938,1.2102093970593002e-12,0.0008618273709525339,1.879814084921216e-09,1.9415800578584506e-09,8.245776934964539e-07,0.0,0.0,0.036505389414035354,0.009571206703645972,0.04999474192873141,1.9832327198457585e-19,3.775910772127507e-19,0.0019989877334954057,5.064563597085172e-24
2.1929194188669932e-07,0.05954180215024143,1.856608500798153e-07,1.4377449967789246e-10,1.0153093274948846e-06,8.283280321297238e-31,8.674502142004594e-06,3.293667462975932e-27,9.277872574625831e-20,2.334719950871378e-19,0.938,1.214995295023545e-12,0.0008632990032990856,1.8815134360452723e-09,1.944369507079147e-09,8.245443289857345e-07,0.0,0.0,0.03650391844817724,0.009570470738039974,0.04999474226570886,1.9929962592422635e-19,3.8009387770673103e-19,0.001998987768318003,5.1041409015818434e-24
2.1968507507367414e-07,0.05954180215024143,1.8565907234113869e-07,1.432128225424082e-10,1.015268429669309e-06,8.34748245695757e-31,8.673870646308334e-06,3.320659502350776e-27,9.332364510030992e-20,2.3296565487173784e-19,0.938,1.219784292801803e-12,0.0008647703844910024,1.883207470877546e-09,1.9471522767001103e-09,8.245109714695041e-07,0.0,0.0,0.03650244777059419,0.00956973488832316,0.04999474262206084,2.0027774234231126e-19,3.8260659649556754e-19,0.001998987802316112,5.14391026416154e-24
2.2007820826064896e-07,0.05954180215024143,1.8565810729949274e-07,1.4265680445190466e-10,1.0152275402419607e-06,8.411991539353697e-31,8.673201415599888e-06,3.3478009397386465e-27,9.387019424057785e-20,2.324653169803371e-19,0.938,1.2245763661440343e-12,0.000866241514700322,1.8848962454953113e-09,1.949928368262649e-09,8.244776209384632e-07,0.0,0.0,0.03650097738090695,0.009568999154463497,0.04999474299767938,2.012576173274782e-19,3.851292401881119e-19,0.0019989878354941355,5.1838719551120515e-24
2.2047134144762378e-07,0.05954180215024143,1.8565795057596336e-07,1.4210639627919833e-10,1.0151866592000624e-06,8.476807969720755e-31,8.672494661321162e-06,3.375092142039908e-27,9.441837260855547e-20,2.319709497771925e-19,0.938,1.2293714911434233e-12,0.0008677123940989334,1.886579815664597e-09,1.9526977835013576e-09,8.24444277383312e-07,0.0,0.0,0.036499507278736555,0.00956826353642898,0.049994743392456645,2.0223924701178054e-19,3.876618153434415e-19,0.0019989878678564575,5.224026244075991e-24
2.208644746345986e-07,0.05954180215024143,1.8565859781557608e-07,1.415615491851986e-10,1.0151457865308481e-06,8.54193214821929e-31,8.671750594730025e-06,3.402533475558922e-27,9.496817965830028e-20,2.3148252153178816e-19,0.938,1.2341696442349342e-12,0.0008691830228585723,1.8882582368394122e-09,1.9554605243426896e-09,8.244109407947493e-07,0.0,0.0,0.036498037463704405,0.009567528034187629,0.04999474380628483,2.0322262757060667e-19,3.9020432847156747e-19,0.0019989878994074338,5.264373400069472e-24
2.2125760782157343e-07,0.05954180215024143,1.8566004468709665e-07,1.4102221461979037e-10,1.0151049222215642e-06,8.607364473965603e-31,8.670969426891933e-06,3.430125306009027e-27,9.55196148565581e-20,2.3100000042449996e-19,0.938,1.2389708021938433e-12,0.0008706534011508173,1.8899315641610285e-09,1.958216592903546e-09,8.243776111634757e-07,0.0,0.0,0.03649656793543221,0.00956679264770748,0.04999474423905632,2.0420775522260527e-19,3.9275678603413994e-19,0.0019989879301513997,5.304913691500697e-24
2.2165074100854825e-07,0.05954180215024143,1.8566228688283448e-07,1.4048834432266258e-10,1.0150640662594683e-06,8.673105345061958e-31,8.670151368671639e-06,3.457867998517513e-27,9.607267768288436e-20,2.3052335455218424e-19,0.938,1.2437749421342443e-12,0.0008721235291470863,1.891599852457308e-09,1.960965991489855e-09,8.243442884801907e-07,0.0,0.0,0.03649509869354199,0.00956605737695661,0.04999474469066356,2.051946262296072e-19,3.953191944451504e-19,0.0019989879600926653,5.345647386188447e-24
2.2204387419552307e-07,0.05954180215024143,1.8566532011844743e-07,1.399598903240818e-10,1.0150232186318296e-06,8.739155158626606e-31,8.669296630724974e-06,3.4857619176306626e-27,9.662736762976219e-20,2.300525519336899e-19,0.938,1.2485820415075415e-12,0.0008735934070186329,1.8932631562420864e-09,1.9637087225951556e-09,8.243109727355943e-07,0.0,0.0,0.036493629737656144,0.009565322221903096,0.049994745160999124,2.061832368965429e-19,3.978915600716302e-19,0.001998987989235518,5.3865747513804715e-24
2.224370073824979e-07,0.05954180215024143,1.856691401327494e-07,1.3943680494561393e-10,1.014982379325931e-06,8.805514310823696e-31,8.66840542349071e-06,3.513807427318794e-27,9.718368420271779e-20,2.295875605152954e-19,0.938,1.2533920781009109e-12,0.0008750630349365403,1.89492152971461e-09,1.966444788899174e-09,8.242776639203866e-07,0.0,0.0,0.036492161067397395,0.009564587182515063,0.0499947456499557,2.0717358357135728e-19,4.004738892343472e-19,0.0019989880175842203,5.427696053771797e-24
2.2283014056947271e-07,0.05954180215024143,1.8567374268752006e-07,1.3891904080079274e-10,1.0149415483290706e-06,8.872183196892971e-31,8.667477957182492e-06,3.542004890981361e-27,9.774162692043246e-20,2.2912834817606996e-19,0.938,1.2582050300357515e-12,0.0008765324130717208,1.896575026759015e-09,1.969174193266407e-09,8.242443620252719e-07,0.0,0.0,0.03649069268238893,0.00956385225876065,0.04999474615742613,2.0816566264492025e-19,4.030661882084978e-19,0.001998988045143015,5.469011559522913e-24
2.2361640694342233e-07,0.05954180215024143,1.8568527857928847e-07,1.3789928812958365e-10,1.014859911211713e-06,9.006451747161635e-31,8.665515087025564e-06,3.598857131004111e-27,9.886238893128559e-20,2.282271319467642e-19,0.938,1.2678395940770295e-12,0.0008794704206766586,1.8998676055218575e-09,1.9746130285638864e-09,8.241777789581364e-07,0.0,0.0,0.036487756766617134,0.009562382758025357,0.049994747227480416,2.1015500376582894e-19,4.0828072046815807e-19,0.0019989880979077303,5.55222624318212e-24
2.2432404667997698e-07,0.05954180215024143,1.8569829511604485e-07,1.3699923996208077e-10,1.0147864660958427e-06,9.128356679405467e-31,8.663626601824899e-06,3.650547463734028e-27,9.987663160068384e-20,2.2743547836312414e-19,0.938,1.2765204594827728e-12,0.0008821137749750879,1.9028147831228696e-09,1.979485228977383e-09,8.241178777711951e-07,0.0,0.0,0.03648511541420566,0.00956106060251145,0.04999474825277404,2.1195130024708895e-19,4.1300795830100267e-19,0.00199898814273657,5.6277862937816506e-24
2.2503168641653163e-07,0.05954180215024143,1.8571378220107373e-07,1.3611570904164977e-10,1.0147130477043384e-06,9.251271257018395e-31,8.661623895341994e-06,3.702735753382116e-27,1.0089613610614178e-19,2.266620469303151e-19,0.938,1.2852104454462043e-12,0.000884756322627199,1.905746984656564e-09,1.9843358975594294e-09,8.240579988608493e-07,0.0,0.0,0.036482474980162216,0.00955973882115609,0.049994749336391676,2.137531555228714e-19,4.1776759390447247e-19,0.0019989881850710346,5.703979680067128e-24
2.2573932615308627e-07,0.05954180215024143,1.8573171592313696e-07,1.3524842963714976e-10,1.0146396559636365e-06,9.375197755467233e-31,8.659508184368379e-06,3.7554240993338776e-27,1.0192090013000795e-19,2.259066485681009e-19,0.938,1.2939094362444493e-12,0.0008873980646230054,1.9086645129311475e-09,1.9891650575097616e-09,8.239981421729621e-07,0.0,0.0,0.036479835462303996,0.00955841741377434,0.049994750477713255,2.155605500838632e-19,4.22559662317878e-19,0.0019989882249350525,5.780807937321047e-24
2.2644696588964092e-07,0.05954180215024143,1.857520725976014e-07,1.3439713911836544e-10,1.0145662908003637e-06,9.500138442825552e-31,8.657280682716006e-06,3.808614595398034e-27,1.0295092150067757e-19,2.251690938925742e-19,0.938,1.3026173195327102e-12,0.0008900390019504099,1.9115676674224436e-09,1.9939727338546177e-09,8.239383076534392e-07,0.0,0.0,0.03647719685845299,0.009557096380181535,0.04999475167612025,2.173734648631132e-19,4.273841981562841e-19,0.0019989882623523258,5.8582725966314236e-24
2.2715460562619557e-07,0.05954180215024143,1.8577482876317872e-07,1.3356157796041428e-10,1.0144929521413228e-06,9.62609558030549e-31,8.654942601077946e-06,3.8623093299071934e-27,1.0398619819423228e-19,2.2444919330466445e-19,0.938,1.3113339863119288e-12,0.0008926791355951399,1.9144567442720297e-09,1.9987589534200257e-09,8.238784952482312e-07,0.0,0.0,0.036474559166436354,0.009555775720193237,0.04999475293099583,2.1919188123381925e-19,4.3224123562303796e-19,0.0019989882973463335,5.9363751852182116e-24
2.2786224536275022e-07,0.05954180215024143,1.857999611787304e-07,1.3274148974660968e-10,1.0144196399134786e-06,9.753071422783084e-31,8.652495146891776e-06,3.9165103858192856e-27,1.0502672833598677e-19,2.2374675707636255e-19,0.938,1.3200593308959252e-12,0.0008953184665406807,1.917332036286849e-09,2.0035237448050304e-09,8.238187049033356e-07,0.0,0.0,0.03647192238408643,0.009554455433625288,0.04999475424172489,2.2101578100702007e-19,4.371308085221752e-19,0.001998988329940333,6.015117226756006e-24
2.2856988509930487e-07,0.05954180215024143,1.8582744682014083e-07,1.319366211698598e-10,1.0143463540440141e-06,9.881068219317961e-31,8.649939524205567e-06,3.971219840819643e-27,1.0607251020194615e-19,2.2306159543479404e-19,0.938,1.32879325087807e-12,0.0008979569957682125,1.9201938329402346e-09,2.0082671383550027e-09,8.237589365648075e-07,0.0,0.0,0.03646928650924109,0.00955313552029376,0.04999475560769417,2.2284514642920003e-19,4.420529502707059e-19,0.0019989883601573676,6.094500241693026e-24
2.2927752483585951e-07,0.05954180215024143,1.8585726287725103e-07,1.3114672203260414e-10,1.0142730944603162e-06,1.001008821366626e-30,8.647276933546525e-06,4.026439767423741e-27,1.0712354222017304e-19,2.2239351864327295e-19,0.938,1.3375356470975027e-12,0.0009005947242565445,1.9230424203743233e-09,2.012989166135056e-09,8.236991901787679e-07,0.0,0.0,0.03646665153974387,0.009551815980014991,0.049994757028292175,2.24679960179807e-19,4.470076939107757e-19,0.0019989883880202662,6.174525747566304e-24
2.2998516457241416e-07,0.05954180215024143,1.8588938675085024e-07,1.3037154524536146e-10,1.0141998610899424e-06,1.0140133644786833e-30,8.64450857179224e-06,4.082172233080493e-27,1.0817982297206823e-19,2.2174233708011443e-19,0.938,1.3462864236049333e-12,0.0009032316529820574,1.9258780814038083e-09,2.0176898619034142e-09,8.236394656914018e-07,0.0,0.0,0.03646401747344417,0.009550496812605556,0.04999475850290946,2.265202053686905e-19,4.519950721217009e-19,0.001998988413551645,6.255195259313054e-24
2.306928043089688e-07,0.05954180215024143,1.8592379604972588e-07,1.2961084682393224e-10,1.014126653860693e-06,1.0271206747341755e-30,8.64163563204454e-06,4.138419300276076e-27,1.0924135119356615e-19,2.211078613155705e-19,0.938,1.3550454876280621e-12,0.0009058677829186398,1.9287010955209817e-09,2.0223692610848456e-09,8.235797630489666e-07,0.0,0.0,0.036461384308197446,0.009549178017882293,0.04999476003093847,2.2836586553346347e-19,4.570151172318798e-19,0.0019989884367739136,6.336510289578215e-24
2.3140044404552346e-07,0.05954180215024143,1.85960468587772e-07,1.2886438588530416e-10,1.014053472700598e-06,1.0403309752190053e-30,8.638659303505903e-06,4.195183026638192e-27,1.103081257762477e-19,2.204899021857064e-19,0.938,1.363812749536643e-12,0.0009085031150376313,1.931511738902013e-09,2.027027400744279e-09,8.235200821978011e-07,0.0,0.0,0.03645875204186537,0.009547859595662282,0.04999476161177377,2.302169246367924e-19,4.620678612305736e-19,0.0019989884577092773,6.418472349018143e-24
2.321080837820781e-07,0.05954180215024143,1.8599938238115636e-07,1.2813192464229437e-10,1.013980317537867e-06,1.053644488687435e-30,8.635580771358508e-06,4.252465465040769e-27,1.113801457683715e-19,2.1988827086401397e-19,0.938,1.3725881228072192e-12,0.0009111376503077634,1.934310284414442e-09,2.0316643195603223e-09,8.234604230843263e-07,0.0,0.0,0.036456120672316086,0.009546541545762855,0.049994763244811946,2.3207336706361883e-19,4.671533357795605e-19,0.001998988476379737,6.501082946600394e-24
2.3281572351863275e-07,0.05954180215024143,1.8604051564554184e-07,1.2741322839696848e-10,1.0139071883009705e-06,1.0670614376101888e-30,8.632401216645825e-06,4.31026866370901e-27,1.1245741037582484e-19,2.1930277893151397e-19,0.938,1.38137152398756e-12,0.0009137713896951037,1.9370970016258472e-09,2.036280057798888e-09,8.234007856550515e-07,0.0,0.0,0.03645349019742431,0.009545223868001586,0.04999476492945186,2.3393517761831704e-19,4.722715722246569e-19,0.0019989884928070982,6.58434358989962e-24
2.335233632551874e-07,0.05954180215024143,1.860838467933615e-07,1.2670806553287627e-10,1.013834084918644e-06,1.0805820442218732e-30,8.629121816156798e-06,4.368594666324772e-27,1.1353991896299703e-19,2.1873323844369443e-19,0.938,1.3901628726608179e-12,0.0009164043341630008,1.9398721568136332e-09,2.0408746572870253e-09,8.233411698565815e-07,0.0,0.0,0.03645086061507156,0.009543906562196305,0.04999476666509452,2.358023415217894e-19,4.774226016071106e-19,0.0019989885070129643,6.668255785389503e-24
2.3423100299174205e-07,0.05954180215024143,1.8612935443114723e-07,1.2601620750614743e-10,1.013761007319803e-06,1.0942065305676482e-30,8.62574374231259e-06,4.4274455121322085e-27,1.1462767105357607e-19,2.181794619950647e-19,0.938,1.3989620914094364e-12,0.0009190364846720299,1.9426360129759308e-09,2.0454481613866912e-09,8.232815756356201e-07,0.0,0.0,0.036448231923146245,0.009542589628165085,0.04999476845114322,2.376748444085053e-19,4.826064546748568e-19,0.001998988519018751,6.75282103873076e-24
2.349386427282967e-07,0.05954180215024143,1.8617701735690993e-07,1.2533742883548674e-10,1.0136879554336378e-06,1.1079351185493567e-30,8.622268163055893e-06,4.486823236043641e-27,1.157206663312707e-19,2.1764126278269435e-19,0.938,1.4077691057788413e-12,0.0009216678421799407,1.945388829843525e-09,2.0500006149685685e-09,8.232220029389737e-07,0.0,0.0,0.03644560411954395,0.009541273065726235,0.04999477028700364,2.395526723234867e-19,4.878231618936459e-19,0.001998988528845676,6.838040855055193e-24
2.3564628246485135e-07,0.05954180215024143,1.862268145575722e-07,1.246715070911079e-10,1.0136149291896447e-06,1.1217680299709824e-30,8.618696241742724e-06,4.546729868745604e-27,1.1681890464045987e-19,2.1711845466652656e-19,0.938,1.4165838442409279e-12,0.0009242984076416062,1.9481308638928254e-09,2.0545320643861806e-09,8.231624517135592e-07,0.0,0.0,0.03644297720216749,0.00953995687469833,0.04999477217208377,2.414358117192424e-19,4.930727534580321e-19,0.001998988536514774,6.923916739245763e-24
