Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),N2X(36)
7.602736049721437e-09,0.048764219312884285,1.3106935178318246e-06,2.1333685826397053e-11,1.7320696966166731e-06,5.930308175848024e-52,1.447385997979727e-06,0.938,4.54368927043252e-24,0.0005463625179385046,2.022257504605962e-13,9.860547732932396e-11,7.314264662341018e-06,0.0,0.0,0.030054026275882453,0.009726852878680898,0.049998199556397664,3.8885394194124993e-31,5.616348889084194e-36,0.001991375020283915,1.3863139021568242e-45,9.693649007878995e-35
7.65068218896032e-09,0.048764219312884285,1.314449875035328e-06,2.1642736764273522e-11,1.7318769594623e-06,6.389013761980407e-52,1.4519658697952176e-06,0.938,4.7334397872610874e-24,0.0005496991756418023,2.0793867557460814e-13,9.902260142901868e-11,7.313457323057402e-06,0.0,0.0,0.03005068228129469,0.009725184755444812,0.04999819933748657,4.140989078912114e-31,5.890745557702106e-36,0.0019913720709512314,1.4954395148595855e-45,1.0389927010780864e-34
7.698628328199203e-09,0.048764219312884285,1.3181585283895956e-06,2.195346333038266e-11,1.7316843036291212e-06,6.878491451234972e-52,1.4564975346981333e-06,0.938,4.929718159146804e-24,0.0005530345188614289,2.137690833566206e-13,9.944014992072543e-11,7.312649612651558e-06,0.0,0.0,0.03004733969738894,0.009723517289323762,0.04999819911874733,4.407847817182864e-31,6.176560494567239e-36,0.001991369169691726,1.612304985813516e-45,1.1130785238360547e-34
7.746574467438086e-09,0.048764219312884285,1.3218198664778685e-06,2.2265846283969295e-11,1.7314917290187025e-06,7.40256913135276e-52,1.4609813814602273e-06,0.938,5.132699616749265e-24,0.0005563685484726929,2.1971840320328874e-13,9.985811261681567e-11,7.3118415859424415e-06,0.0,0.0,0.03004399852245785,0.009721850479880152,0.04999819890017993,4.689822948767761e-31,6.474185064792828e-36,0.0019913663160620147,1.737398525590544e-45,1.1918725820259458e-34
7.79452060667697e-09,0.048764219312884285,1.3254342783022975e-06,2.257986637843133e-11,1.7312992355328321e-06,7.963186173120188e-52,1.4654177992808501e-06,0.938,5.3425626959984844e-24,0.0005597012653499216,2.2578806664888767e-13,1.0027647951442854e-10,7.31103329407896e-06,0.0,0.0,0.030040658754797868,0.009720184326676883,0.04999819868178436,4.987650681680213e-31,6.784021097879206e-36,0.0019913635096219635,1.87123525481252e-45,1.275637112007179e-34
7.842466745915853e-09,0.048764219312884285,1.3290021531761506e-06,2.2895504366142495e-11,1.7311068230735156e-06,8.560389774044337e-52,1.4698071776789797e-06,0.938,5.559489270710593e-24,0.0005630326703664607,2.3197950723375176e-13,1.006952407930712e-10,7.310224784774539e-06,0.0,0.0,0.03003732039270923,0.009718518829277342,0.04999819846356059,5.302097046989205e-31,7.106481084215914e-36,0.0019913607499345647,2.0143584682023834e-45,1.3646468506162889e-34
7.890412885154736e-09,0.048764219312884285,1.3325238806185826e-06,2.321274100315762e-11,1.7309144915429746e-06,9.198757321409887e-52,1.474149906387803e-06,0.938,5.783664585107069e-24,0.0005663627643946778,2.3829416037414736e-13,1.0111438681222117e-10,7.309416102526828e-06,0.0,0.0,0.030033983434495943,0.00971685398724541,0.049998198245508635,5.6339588494712065e-31,7.441988373510465e-36,0.0019913580365658184,2.1673409466756708e-45,1.4591895269305037e-34
7.938359024393619e-09,0.048764219312884285,1.335999850251943e-06,2.3531557053801086e-11,1.7307222408436474e-06,9.881095410632772e-52,1.478446375251844e-06,0.938,6.015277286234415e-24,0.0005696915483059642,2.4473346323359317e-13,1.0153390810893588e-10,7.30860728882346e-06,0.0,0.0,0.030030647878465787,0.009715189800145458,0.049998198027628435,5.984064639566129e-31,7.790977375138194e-36,0.0019913553690846333,2.3307863208252645e-45,1.559566369019405e-34
7.986305163632502e-09,0.048764219312884285,1.339430451701598e-06,2.3851933295139666e-11,1.730530070878192e-06,1.0606795687909136e-51,1.4826969741266058e-06,0.938,6.2545194562813305e-24,0.0005730190229707353,2.5129885459563897e-13,1.0195379539546323e-10,7.307798382334765e-06,0.0,0.0,0.030027313722930316,0.009713526267542344,0.049998197809919966,6.353275706869455e-31,8.15389376040699e-36,0.001991352747062731,2.5053304855224062e-45,1.6660926259918757e-34
8.034251302871385e-09,0.048764219312884285,1.3428160744982599e-06,2.4173850521340502e-11,1.7303379815494857e-06,1.1381185038120993e-51,1.4869020927807146e-06,0.938,6.501586644790438e-24,0.0005763451892584334,2.5799177473811434e-13,1.0237403955685707e-10,7.3069894190942506e-06,0.0,0.0,0.030023980966204886,0.009711863389001419,0.0499981975923832,6.742487095390275e-31,8.531194666730571e-36,0.0019913501700745645,2.6916430664889913e-45,1.7790981056476966e-34
8.082197442110269e-09,0.048764219312884285,1.3461571079827847e-06,2.44972895479154e-11,1.7301459727606194e-06,1.2208353082062743e-51,1.491062120800543e-06,0.938,6.756677900761738e-24,0.000579670048037529,2.648136653088589e-13,1.0279463164860354e-10,7.30618043266766e-06,0.0,0.0,0.030020649606608645,0.009710201164088524,0.049998197375018094,7.152628640804209e-31,8.923348903703868e-36,0.0019913476376972462,2.890428943112045e-45,1.8989277280462284e-34
8.130143581349152e-09,0.048764219312884285,1.3494539412134312e-06,2.4822231215852435e-11,1.7299540444149093e-06,1.3086783189971945e-51,1.4951774474972896e-06,0.938,7.019995804645037e-24,0.0005829936001755236,2.7176596920294016e-13,1.032155628942542e-10,7.305371454311298e-06,0.0,0.0,0.030017319642464603,0.009708539592369973,0.0499981971578246,7.5846660299291204e-31,9.330837161074173e-36,0.0019913451495104785,3.102429827116738e-45,2.025942095307475e-34
8.178089720588035e-09,0.048764219312884285,1.3527069628755517e-06,2.514865639563599e-11,1.7297621964158955e-06,1.402245374104937e-51,1.4992484618164888e-06,0.938,7.291746500218644e-24,0.0005863158465389493,2.788501304413698e-13,1.0363682468306667e-10,7.304562513120322e-06,0.0,0.0,0.030013991072099608,0.009706878673412583,0.049998196940802694,8.039601882648988e-31,9.754152218601469e-36,0.001991342705096498,3.3284258972088865e-45,2.160518077963026e-34
8.226035859826918e-09,0.048764219312884285,1.3559165611936887e-06,2.5476545991156417e-11,1.7295704286673396e-06,1.5021311473187697e-51,1.5032755522499369e-06,0.938,7.572139726351693e-24,0.000589636787993373,2.8606759405132345e-13,1.0405840856765903e-10,7.303753636167624e-06,0.0,0.0,0.030010663893844446,0.009705218406783647,0.04999819672395231,8.518476856508493e-31,1.0193799157801087e-35,0.001991340304040025,3.569237495101728e-45,2.303049418176282e-34
8.273981999065801e-09,0.048764219312884285,1.3590831238460567e-06,2.5805880943510443e-11,1.7293787410732279e-06,1.608066062642232e-51,1.507259106749995e-06,0.938,7.861388848647617e-24,0.000592956425403396,2.9341980594787144e-13,1.0448030626167499e-10,7.302944848633898e-06,0.0,0.0,0.03000733810603381,0.009703558792050941,0.0499981965072734,9.022370774198049e-31,1.0650295575561758e-35,0.001991337945928219,3.825726882605786e-45,2.4539473501533087e-34
8.321928138304685e-09,0.048764219312884285,1.3622070378813796e-06,2.6136642234693613e-11,1.7291871335377805e-06,1.720687524014064e-51,1.5111995126462554e-06,0.938,8.159710890966192e-24,0.0005962747596326573,3.009082128172238e-13,1.0490250963746034e-10,7.302136173929477e-06,0.0,0.0,0.03000401370700641,0.009701899828782728,0.049998196290765885,9.552403774146784e-31,1.112417179963188e-35,0.0019913356303506388,4.0988000587038586e-45,2.6136412380677663e-34
8.369874277543568e-09,0.048764219312884285,1.3652886896380642e-06,2.6468810891186005e-11,1.728995605965449e-06,1.840852939697215e-51,1.5150971565645413e-06,0.938,8.46732656682182e-24,0.0005995917915438347,3.0853426200149533e-13,1.0532501072375409e-10,7.301327633808422e-06,0.0,0.0,0.030000690695104953,0.009700241516547749,0.04999819607442975,1.0109737484438667e-30,1.161597110596675e-35,0.0019913333568992077,4.38940864339358e-45,2.782579231825485e-34
8.417820416782451e-09,0.048764219312884285,1.3683284646656694e-06,2.6802367987432516e-11,1.7288041582609153e-06,1.9681496611051146e-51,1.5189524243482068e-06,0.938,8.784460310655685e-24,0.000602907521998647,3.162994013849931e-13,1.0574780170339453e-10,7.300519248475378e-06,0.0,0.0,0.029997369068676255,0.009698583854915233,0.04999819585826488,1.0695576220264504e-30,1.2126249937929405e-35,0.001991331125168191,4.698551828363247e-45,2.9612289409962444e-34
8.465766556021334e-09,0.048764219312884285,1.3713267476486602e-06,2.7137294649218983e-11,1.728612790329101e-06,2.1032051253868067e-51,1.5227657009817209e-06,0.938,9.111340308979498e-24,0.000606221951857855,3.24205079282029e-13,1.0617087491103901e-10,7.299711036685661e-06,0.0,0.0,0.029994048826071252,0.009696926843454882,0.049998195642271245,1.1311168205119994e-30,1.2655578127337505e-35,0.0019913289347541657,5.027278391648509e-45,3.1500781272421643e-34
8.513712695260217e-09,0.048764219312884285,1.3742839223324016e-06,2.7473572056945573e-11,1.728421502075171e-06,2.2472397255419617e-51,1.5265373705164942e-06,0.938,9.448198531388623e-24,0.0006095350819812644,3.322527443262586e-13,1.0659422283090003e-10,7.298903015838993e-06,0.0,0.0,0.029990729965645044,0.009695270481736878,0.04999819542644874,1.1957806815957183e-30,1.3204539117348664e-35,0.0019913267852560033,5.3766887846072247e-45,3.349635415573895e-34
8.5616588344991e-09,0.048764219312884285,1.377200371451378e-06,2.7811181448798757e-11,1.7282302934045297e-06,2.3996811036780296e-51,1.5302678159989316e-06,0.938,9.795270761442484e-24,0.0006128469132277265,3.404438453615477e-13,1.0701783809449867e-10,7.298095202067272e-06,0.0,0.0,0.029987412485757006,0.009693614769331884,0.04999819521079732,1.2636831852494139e-30,1.3773730187176332e-35,0.0019913246762748556,5.747937292202508e-45,3.5604310247675503e-34
8.609604973737984e-09,0.048764219312884285,1.3800764766595963e-06,2.815010412382325e-11,1.7280391642228298e-06,2.561062487617225e-51,1.533957419400673e-06,0.938,1.0152796627410117e-23,0.000616157446455141,3.48779831334366e-13,1.0744171347843432e-10,7.297287610316797e-06,0.0,0.0,0.029984096384770776,0.009691959705811045,0.049998194995316894,1.3349630830884832e-30,1.4363762678628351e-35,0.001991322607414139,6.142234261210855e-45,3.7830175172770327e-34
8.657551112976867e-09,0.048764219312884285,1.3829126184631548e-06,2.8490321444895368e-11,1.7278481144359755e-06,2.7330934073572655e-51,1.537606561550994e-06,0.938,1.0521019632878904e-23,0.0006194666825204574,3.5726215118770667e-13,1.0786584190217188e-10,7.296480254425257e-06,0.0,0.0,0.02998078166105436,0.00969030529074597,0.04999819478000739,1.4097640301948706e-30,1.497526222446023e-35,0.0019913205782795275,6.560848406336202e-45,4.017970568978037e-34
8.70549725221575e-09,0.048764219312884285,1.3857091761549312e-06,2.8831814841599158e-11,1.7276571439501229e-06,2.9150443857584855e-51,1.5412156220713408e-06,0.938,1.0900187187224512e-23,0.0006227746222796762,3.658922537565319e-13,1.0829021642584812e-10,7.295673147193839e-06,0.0,0.0,0.029977468312980142,0.009688651523708755,0.0499981945648687,1.4882347194156522e-30,1.5608868978534805e-35,0.0019913185884789437,7.005109196986089e-45,4.265889759081623e-34
8.753443391454633e-09,0.048764219312884285,1.38846652775138e-06,2.9174565813006866e-11,1.7274662526716829e-06,3.107221843615897e-51,1.5447849793119612e-06,0.938,1.1290550635940183e-23,0.0006260812665878524,3.746715876647401e-13,1.0871483024809653e-10,7.294866300454759e-06,0.0,0.0,0.029974156338925004,0.009686998404271964,0.04999819434990078,1.5705290181566184e-30,1.6265237847780188e-35,0.001991316637622556,7.476409315863027e-45,4.5273993805567024e-34
8.801389530693517e-09,0.048764219312884285,1.3911850499313892e-06,2.951855593036503e-11,1.72727544050733e-06,3.311976996185652e-51,1.5483150102906076e-06,0.938,1.1692365290823501e-23,0.0006293866162990954,3.8360160122365404e-13,1.091396767038907e-10,7.294059725134502e-06,0.0,0.0,0.029970845737270317,0.009685345932008637,0.0499981941351035,1.656806107689967e-30,1.6945038725937536e-35,0.0019913147253227763,7.976207200886633e-45,4.803149271402297e-34
8.8493356699324e-09,0.048764219312884285,1.3938651179771775e-06,2.986376683968791e-11,1.727084707364001e-06,3.5284614543750227e-51,1.5518060906332757e-06,0.938,1.2105890460018955e-23,0.0006326906722665727,3.926837423320238e-13,1.0956474926240803e-10,7.2932534313130535e-06,0.0,0.0,0.02996753650640206,0.009683694106492285,0.049998193920476795,1.7472306249949044e-30,1.764895672909013e-35,0.0019913128511942595,8.506029676221427e-45,5.093815667111732e-34
8.897281809171283e-09,0.048764219312884285,1.3965071057171925e-06,3.0210180264259415e-11,1.726894053148896e-06,3.756557313804677e-51,1.5552585945169505e-06,0.938,1.2531389477914481e-23,0.0006359934353425107,4.0191945837754323e-13,1.0999004152491343e-10,7.2924474282793535e-06,0.0,0.0,0.029964228644710805,0.009682042927296896,0.049998193706020565,1.8419728071496812e-30,1.8377692432965303e-35,0.0019913110148539036,9.06747465900223e-45,5.4001020746723045e-34
8.945227948410166e-09,0.048764219312884285,1.399111385470983e-06,3.055777800704536e-11,1.726703477769488e-06,3.9994328329134096e-51,1.5586728946143254e-06,0.938,1.2969129734890463e-23,0.0006392949063781963,4.113101961398729e-13,1.104155472226628e-10,7.291641724583243e-06,0.0,0.0,0.029960922150591845,0.009680392393996921,0.0499981934917347,1.941208638293291e-30,1.913196211200037e-35,0.0019913092159208577,9.6622139543568e-45,5.7227401684452235e-34
8.99317408764905e-09,0.048764219312884285,1.4016783279960113e-06,3.090654195301723e-11,1.7265129811335238e-06,4.2562185245960745e-51,1.562049362040466e-06,0.938,1.341938270691951e-23,0.0006425950862239802,4.208574016951646e-13,1.108412602148278e-10,7.2908363280841e-06,0.0,0.0,0.02995761702244522,0.009678742506167282,0.04999819327761912,2.0451199991747728e-30,1.991249798016387e-35,0.00199130745401652,1.0291996149308766e-44,6.062490708271752e-34
