Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),N2X(36),H2(13),H2X(31),NH2(D)(23),N2O(37)
1.1380349229489951e-07,0.06438004230410234,3.568633168820859e-07,1.995024625173656e-10,7.398037332994029e-07,3.132898084436844e-33,2.816706381866746e-06,0.938,4.754895515024759e-14,0.006608685861650952,6.896548005719226e-09,8.680378900345977e-09,3.4538920481850416e-07,0.0,0.0,0.033802211388642166,0.006696268627470528,0.04999802839924826,3.7292863588817746e-18,1.145669427317327e-19,0.0019992906459876413,2.827357777488684e-26,1.8983776427041227e-23,8.0667833602832e-09,1.5605260599391065e-11,5.392632050847111e-12,4.054507496562756e-30
1.1402639885469431e-07,0.06438004230410234,3.5710118220323644e-07,1.9950536717369365e-10,7.396090672060672e-07,3.167107178608843e-33,2.8134511544374433e-06,0.938,4.7848794575974347e-14,0.006617584798095506,6.917956304754878e-09,8.68442731353366e-09,3.452983048343169e-07,0.0,0.0,0.033793315729657235,0.006691818272197041,0.04999803036396807,3.758350605069114e-18,1.155057436782745e-19,0.0019992904776010376,2.859040525299751e-26,1.9157955039876002e-23,8.073363865036185e-09,1.5613902429871985e-11,5.402394484422689e-12,4.101891686459487e-30
1.1424930541448911e-07,0.06438004230410234,3.573384154185533e-07,1.995080488772609e-10,7.394146324946679e-07,3.2016281668855845e-33,2.8102067880867394e-06,0.938,4.8149968196336235e-14,0.006626473147485626,6.939393327652921e-09,8.688467145455566e-09,3.452075129035982e-07,0.0,0.0,0.03378443064713846,0.006687373213295907,0.049998032322774784,3.7875954146155866e-18,1.1645045215348774e-19,0.0019992903097099898,2.8910217572909815e-26,1.933344260294654e-23,8.07992665663696e-09,1.5622508085640116e-11,5.412152749685721e-12,4.1497410947247286e-30
1.1447221197428392e-07,0.06438004230410234,3.575750191753115e-07,1.9951050963013895e-10,7.392204287287281e-07,3.2364633129457294e-33,2.806973222571919e-06,0.938,4.845247927689947e-14,0.006635350929825132,6.960859015653727e-09,8.692498418679655e-09,3.45116828822702e-07,0.0,0.0,0.033775556121140256,0.006682933440749568,0.049998034275700154,3.8170215896431736e-18,1.174010943650389e-19,0.001999290142312108,2.9233037376374634e-26,1.95102468540071e-23,8.086471815420104e-09,1.563107775249139e-11,5.4219068250740396e-12,4.1980594050403414e-30
1.1467282787809925e-07,0.06438004230410234,3.5778742654468095e-07,1.9951253703460216e-10,7.390458424386453e-07,3.2680854297728556e-33,2.8040721989163945e-06,0.938,4.8725885475983026e-14,0.006643331915593274,6.9802025951015865e-09,8.696119265467015e-09,3.4503530519359884e-07,0.0,0.0,0.03376757805712391,0.006678942157032953,0.04999803602833041,3.84366087901962e-18,1.18261767411987e-19,0.0019992899920737127,2.952616541350983e-26,1.967050286898759e-23,8.092347448231506e-09,1.5638759834667723e-11,5.430681892912056e-12,4.2419498575169954e-30
1.1487344378191458e-07,0.06438004230410234,3.579993280921029e-07,1.9951438850900594e-10,7.388714425464017e-07,3.2999655244916525e-33,2.8011798322775537e-06,0.938,4.9000380041090774e-14,0.006651304372719954,6.999569303261595e-09,8.699733214310532e-09,3.4495386861060385e-07,0.0,0.0,0.033759608513308365,0.006674955139905149,0.049998037776245,3.8704483127865925e-18,1.1912728726032474e-19,0.001999289842231143,2.982176463958221e-26,1.9831837380002375e-23,8.09820892091248e-09,1.5646413048943617e-11,5.439453534186432e-12,4.2862258377348355e-30
1.1507405968572991e-07,0.06438004230410234,3.5821072571509667e-07,1.995160654744989e-10,7.386972287358386e-07,3.332105271989773e-33,2.7982960797183807e-06,0.938,4.927596535051943e-14,0.006659268315679237,7.018959097680858e-09,8.703340281604002e-09,3.4487251892636517e-07,0.0,0.0,0.033751647475261076,0.006670972382117971,0.04999803951946654,3.8973844793270414e-18,1.1999767314777947e-19,0.0019992896927826884,3.011985182467889e-26,1.9994256093829342e-23,8.104056290925274e-09,1.5654037528140445e-11,5.448221733568964e-12,4.330890076042956e-30
1.1527467558954525e-07,0.06438004230410234,3.584216213010896e-07,1.9951756934031287e-10,7.38523200692515e-07,3.364506354983241e-33,2.7954208986055186e-06,0.938,4.955264378182846e-14,0.00666722375891107,7.038371936026396e-09,8.706940483605058e-09,3.4479125599386754e-07,0.0,0.0,0.033743694928583326,0.006666993876440373,0.049998041258017475,3.924469968170203e-18,1.2087294435384034e-19,0.001999289543726651,3.0420443822858633e-26,2.01577647381408e-23,8.109889615390067e-09,1.5661633404264817e-11,5.456986475853116e-12,4.375945317075137e-30
1.1543307016156018e-07,0.06438004230410234,3.5858777867355676e-07,1.9951863533532007e-10,7.383859293697099e-07,3.3902740860573996e-33,2.7931568514878123e-06,0.938,4.9771866678935016e-14,0.006673498915871554,7.053715428448612e-09,8.709778152965452e-09,3.4472715673028634e-07,0.0,0.0,0.03373742205269475,0.006663855680490307,0.04999804262739056,3.945960962357947e-18,1.2156747121875076e-19,0.0019992894263168473,3.06595543360979e-26,2.0287635356865364e-23,8.11448538157166e-09,1.5667610542655998e-11,5.463904150992802e-12,4.4117963365952304e-30
1.1559146473357512e-07,0.06438004230410234,3.587536251784957e-07,1.995195949781416e-10,7.382487734997684e-07,3.416206616563137e-33,2.7908981005025986e-06,0.938,4.999177365282399e-14,0.006679768790364806,7.069073238853116e-09,8.712611560876774e-09,3.4466311138215567e-07,0.0,0.0,0.03373115445410885,0.00666072012716163,0.04999804399387689,3.967545699853965e-18,1.2226506504408685e-19,0.001999289309149785,3.0900245220106474e-26,2.041819183347903e-23,8.119072455300308e-09,1.567356999660825e-11,5.470819654282986e-12,4.447894181538754e-30
1.1574985930559005e-07,0.06438004230410234,3.589191617316689e-07,1.9952044894685682e-10,7.381117329279961e-07,3.4423047851032105e-33,2.7886446250610167e-06,0.938,5.021236587269881e-14,0.006686033389453062,7.084445346561726e-09,8.71544071528651e-09,3.445991198775797e-07,0.0,0.0,0.033724892125783265,0.006657587212917878,0.04999804535748734,3.989224472325507e-18,1.229657353739861e-19,0.0019992891922246403,3.1142524881675855e-26,2.0549437014714436e-23,8.12365086424407e-09,1.567951183003185e-11,5.477732978398117e-12,4.4842402217401136e-30
1.1589241442040349e-07,0.06438004230410234,3.590678803745489e-07,1.9952112772414545e-10,7.37988494867412e-07,3.465935452874609e-33,2.7866209908287072e-06,0.938,5.041148572201429e-14,0.006691667023987595,7.098292450640991e-09,8.71798332409251e-09,3.445415735003755e-07,0.0,0.0,0.033719260530552846,0.006654769843598529,0.049998046582286765,4.008816008874856e-18,1.2359897698358808e-19,0.0019992890871981727,3.136194195669112e-26,2.0668148879680705e-23,8.127764046665931e-09,1.5684844467135005e-11,5.483953100889707e-12,4.517165001556951e-30
1.1603496953521693e-07,0.06438004230410234,3.5921634935735007e-07,1.9952172193900572e-10,7.378653499626942e-07,3.48970158486622e-33,2.7846015983532158e-06,0.938,5.061116241933044e-14,0.006697296396283785,7.1121511038147035e-09,8.72052249984936e-09,3.4448407062607796e-07,0.0,0.0,0.03371363319342399,0.006651954606509945,0.04999804780477327,4.028484163615519e-18,1.2423472528627346e-19,0.0019992889823663984,3.158265895280565e-26,2.0787422994630887e-23,8.131870252907089e-09,1.5690162929286494e-11,5.49017144707777e-12,4.5502929401675955e-30
1.1617752465003037e-07,0.06438004230410234,3.593645693397182e-07,1.9952223207646204e-10,7.377422981021009e-07,3.513603798806689e-33,2.782586432860928e-06,0.938,5.081139681638413e-14,0.006702921511462809,7.126021291103652e-09,8.723058248346933e-09,3.4442661120254893e-07,0.0,0.0,0.0337080101092898,0.006649141499087705,0.04999804902495462,4.048229150095149e-18,1.248729872733858e-19,0.0019992888777287257,3.1804682067237653e-26,2.090726145181237e-23,8.13596950287071e-09,1.5695467262441307e-11,5.49638801171746e-12,4.583625047866365e-30
1.1632007976484381e-07,0.06438004230410234,3.595125409788114e-07,1.9952265861863845e-10,7.376193391743038e-07,3.5376427144513255e-33,2.780575479651647e-06,0.938,5.1012189764717e-14,0.0067085423746373034,7.139902997558504e-09,8.725590575372406e-09,3.4436919517773435e-07,0.0,0.0,0.03370239127305188,0.006646330518771669,0.04999805024283862,4.068051182152272e-18,1.2551376994689505e-19,0.001999288773284563,3.2028017518984905e-26,2.1027666348846326e-23,8.140061816376666e-09,1.5700757512356116e-11,5.50260278959378e-12,4.617162338654172e-30
1.1646263487965725e-07,0.06438004230410234,3.5966026492931207e-07,1.9952300204477566e-10,7.374964730680013e-07,3.5618189535854716e-33,2.7785687240981233e-06,0.938,5.121354211567457e-14,0.006714158990911364,7.153796208259728e-09,8.728119486713311e-09,3.443118224996632e-07,0.0,0.0,0.033696776679620274,0.0066435216630059855,0.04999805145843291,4.087950473916121e-18,1.2615708031939489e-19,0.0019992886690333215,3.225267154887022e-26,2.1148639788733446e-23,8.14414721316202e-09,1.5706033724590297e-11,5.508815775521458e-12,4.650905830246471e-30
1.1660518999447069e-07,0.06438004230410234,3.5980774184343634e-07,1.9952326283124764e-10,7.373736996721026e-07,3.5861331400281395e-33,2.7765661516455966e-06,0.938,5.141545472040534e-14,0.006719771365380581,7.1677009083175e-09,8.730644988144121e-09,3.4425449311645244e-07,0.0,0.0,0.033691166323913446,0.0066407149292390805,0.04999805267174521,4.107927239806461e-18,1.268029254140999e-19,0.001999288564974417,3.2478650419587e-26,2.1270183879859574e-23,8.148225712881494e-09,1.5711295944507127e-11,5.515026964344792e-12,4.684856544081182e-30
1.1674774510928413e-07,0.06438004230410234,3.5995497237094466e-07,1.9952344145157838e-10,7.372510188757204e-07,3.610585899635676e-33,2.7745677478113323e-06,0.938,5.161792842986004e-14,0.006725379503132048,7.181617082871628e-09,8.733167085431804e-09,3.4419720697630627e-07,0.0,0.0,0.03368556020085831,0.006637910314923643,0.049998053882783104,4.127981694533425e-18,1.2745131226484297e-19,0.001999288461107265,3.270596041574474e-26,2.1392300736001402e-23,8.152297335107906e-09,1.5716544217274805e-11,5.521236350937527e-12,4.719015505326625e-30
1.1689030022409757e-07,0.06438004230410234,3.6010195715915204e-07,1.9952353837645862e-10,7.371284305681368e-07,3.635177860305391e-33,2.7725734981841582e-06,0.938,5.182096409479063e-14,0.0067309834092443835,7.195544717091456e-09,8.735685784336363e-09,3.44139964027514e-07,0.0,0.0,0.0336799583053902,0.0066351078175166155,0.049998055091554236,4.1481140530973366e-18,1.2810224791607273e-19,0.0019992883574312835,3.2934607843914537e-26,2.1514992476332109e-23,8.156362099332649e-09,1.572177858786759e-11,5.527443930202702e-12,4.7533837428894646e-30
1.1703285533891101e-07,0.06438004230410234,3.6024869685293893e-07,1.995235540737624e-10,7.370059346388187e-07,3.6599096519792145e-33,2.7705833884240125e-06,0.938,5.2024562565749566e-14,0.006736583088787744,7.20948379617579e-09,8.738201090608866e-09,3.4408276421844997e-07,0.0,0.0,0.03367436063245283,0.0066323074344791936,0.04999805629806614,4.1683245307885416e-18,1.2875573942285064e-19,0.0019992882539458944,3.3164599032674714e-26,2.1638261225427044e-23,8.160420024966145e-09,1.5726999101066872e-11,5.533649697072528e-12,4.7879622894226286e-30
1.1717541045372445e-07,0.06438004230410234,3.603951920947615e-07,1.9952348900856374e-10,7.368835309774172e-07,3.684781906647338e-33,2.7685974042614862e-06,0.938,5.222872469308886e-14,0.006742178546823851,7.2234343053528105e-09,8.740713009992388e-09,3.440256074975745e-07,0.0,0.0,0.033668767176998245,0.006629509163276812,0.049998057502326325,4.188613343187237e-18,1.294117938508484e-19,0.001999288150650521,3.339594033265632e-26,2.1762109113269365e-23,8.164471131338278e-09,1.5732205801462233e-11,5.539853646508239e-12,4.822752181333251e-30
1.173179655685379e-07,0.06438004230410234,3.605414435246617e-07,1.9952334364315296e-10,7.367612194737654e-07,3.709795258351859e-33,2.7666155314973723e-06,0.938,5.243345132695927e-14,0.006747769788405998,7.237396229879989e-09,8.743221548221996e-09,3.4396849381343365e-07,0.0,0.0,0.033663177933986904,0.006626713001379127,0.04999805870434232,4.208980706163302e-18,1.3007041827634535e-19,0.001999288047544589,3.362863811658876e-26,2.1886538275255674e-23,8.168515437698859e-09,1.573739873345254e-11,5.546055773499964e-12,4.857754458790612e-30
1.1760307579816479e-07,0.06438004230410234,3.6083321749685646e-07,1.9952281384703725e-10,7.365168724999485e-07,3.760247799319874e-33,2.76266406371591e-06,0.938,5.284460151388525e-14,0.006758939642379602,7.265354266160647e-09,8.748228504118478e-09,3.4385439534996363e-07,0.0,0.0,0.03365201206517734,0.006621126995397588,0.04999806110167139,4.2499519487744104e-18,1.3139540547797452e-19,0.0019992878418987644,3.409812873798885e-26,2.2137148990347678e-23,8.176583726986862e-09,1.5747743468866056e-11,5.558454540255624e-12,4.9284003498809876e-30
1.1788818602779168e-07,0.06438004230410234,3.611240238419767e-07,1.9952196832869125e-10,7.362728928396588e-07,3.811272388396581e-33,2.758728872873184e-06,0.938,5.325801992367669e-14,0.00677009269096716,7.293357787660144e-09,8.753222004014657e-09,3.437404684181042e-07,0.0,0.0,0.033640862985874,0.006615549396376107,0.049998063490112536,4.291239991367954e-18,1.3273075785001834e-19,0.001999287637003871,3.4573122322409296e-26,2.2390110562358762e-23,8.184625045243886e-09,1.5758033658723708e-11,5.57084595783326e-12,4.9999083595923995e-30
1.1817329625741858e-07,0.06438004230410234,3.6141386759451623e-07,1.9952081068790283e-10,7.36029279618078e-07,3.862874172158878e-33,2.754809847857777e-06,0.938,5.367371335020922e-14,0.006781228974293653,7.321406677484149e-09,8.758202093495523e-09,3.436267126092722e-07,0.0,0.0,0.03362973065605931,0.00660998018422331,0.049998065869724356,4.332846571313897e-18,1.3407653238430123e-19,0.0019992874328553945,3.5053670651876474e-26,2.2645440269919714e-23,8.19263954363055e-09,1.576826965145718e-11,5.58322998718032e-12,5.0722869455257356e-30
1.1845840648704547e-07,0.06438004230410234,3.6170275375133956e-07,1.9951934448149122e-10,7.357860319632686e-07,3.915058330363737e-33,2.7509068786394937e-06,0.938,5.4091688584058565e-14,0.006792348532351012,7.3495008191989614e-09,8.76316881801434e-09,3.435131275162343e-07,0.0,0.0,0.03361861503584776,0.006604419338914621,0.04999806824056489,4.374773430600561e-18,1.3543278624210336e-19,0.0019992872294488603,3.5539825866369354e-26,2.2903155478815617e-23,8.200627372068164e-09,1.577845179254642e-11,5.595606589693703e-12,5.1455446262381526e-30
1.1902862694629926e-07,0.06438004230410234,3.6227767307911173e-07,1.99515500387316e-10,7.353006298805344e-07,4.021194655727969e-33,2.7431486727987135e-06,0.938,5.4934511619355505e-14,0.00681453763196413,7.405824394853452e-09,8.773062353318762e-09,3.432864678553058e-07,0.0,0.0,0.0335964337653486,0.006593322669063613,0.049998072956161495,4.4595949782079184e-18,1.381769614201248e-19,0.001999286824843889,3.6529167308880786e-26,2.3425812300595434e-23,8.21652361266581e-09,1.5798655887146123e-11,5.620337362029302e-12,5.2947316525346295e-30
1.1959884740555303e-07,0.06438004230410234,3.62848821060056e-07,1.995104636608561e-10,7.34816679673083e-07,4.129723470569086e-33,2.7354533962221334e-06,0.938,5.578654328719064e-14,0.006836660307102143,7.462327592266034e-09,8.78290297090299e-09,3.4306048620417795e-07,0.0,0.0,0.03357431885791141,0.006582259227951854,0.049998077637355726,4.545718662253355e-18,1.4096374406001874e-19,0.0019992864231538447,3.754157098437198e-26,2.395822170384778e-23,8.232314942132802e-09,1.5818648648547258e-11,5.645037974846039e-12,5.447538815719186e-30
1.2016906786480682e-07,0.06438004230410234,3.6341623634772276e-07,1.9950426126194047e-10,7.343341744678552e-07,4.240687419293262e-33,2.7278202062303233e-06,0.938,5.6647837790744416e-14,0.006858716872967505,7.519009496280548e-09,8.792691029604796e-09,3.428351793529047e-07,0.0,0.0,0.03355226999914839,0.006571228857758946,0.04999808228459247,4.63315858433886e-18,1.4379359754321954e-19,0.0019992860243441754,3.8577467048101244e-26,2.4500525770588666e-23,8.2480025165878e-09,1.5838432737576224e-11,5.669708135076706e-12,5.604036484591071e-30
1.207392883240606e-07,0.06438004230410234,3.639799570247285e-07,1.994969195114813e-10,7.338531074367345e-07,4.3541296883508436e-33,2.7202482761864383e-06,0.938,5.751844927795596e-14,0.006880707642687069,7.575869198859102e-09,8.802426886113115e-09,3.426105441125612e-07,0.0,0.0,0.033530286876731805,0.0065602314017064334,0.049998086898308244,4.721928919426438e-18,1.466669879537045e-19,0.0019992856283808677,3.963729152301472e-26,2.505286799435629e-23,8.263587473581039e-09,1.5858010770836445e-11,5.694347556452319e-12,5.7642960276436946e-30
1.213095087833144e-07,0.06438004230410234,3.6454002061290947e-07,1.9948846410714307e-10,7.333734717961742e-07,4.470094009950643e-33,2.7127367951017723e-06,0.938,5.839843184074037e-14,0.006902632927329504,7.632905798999701e-09,8.81211089495579e-09,3.423865773150644e-07,0.0,0.0,0.033508369180376904,0.006549266704048988,0.049998091478931445,4.812043915658737e-18,1.4958438407499863e-19,0.0019992852352304436,4.0721486346646404e-26,2.56153932858371e-23,8.279070932491951e-09,1.5877385321656717e-11,5.718955959376036e-12,5.928389821197423e-30
1.2187972924256819e-07,0.06438004230410234,3.65096464083345e-07,1.9947892013873718e-10,7.32895260806835e-07,4.5886246657702825e-33,2.7052849672525255e-06,0.938,5.928783951422078e-14,0.006924493035922505,7.690118402654822e-09,8.82174340848926e-09,3.421632758129977e-07,0.0,0.0,0.03348651660182513,0.0065383346100657104,0.049998096026882585,4.903517894178974e-18,1.5254625738714115e-19,0.001999284844859948,4.1830499418056403e-26,2.61882479784633e-23,8.294453994916392e-09,1.589655892101503e-11,5.743533070799416e-12,6.096391257532491e-30
1.2244994970182197e-07,0.06438004230410234,3.6564932386625215e-07,1.9946831210333269e-10,7.324184677732222e-07,4.7097664906625496e-33,2.697892011807461e-06,0.938,6.018672627597524e-14,0.006946288275469877,7.747506122650767e-09,8.831324776886225e-09,3.419406364794405e-07,0.0,0.0,0.033464728834827435,0.006527434966051492,0.04999810054257441,4.996365248950195e-18,1.5555308206361586e-19,0.001999284457236943,4.296478464480583e-26,2.677157983398225e-23,8.309737745043813e-09,1.5915534058438367e-11,5.768078624100985e-12,6.2683747530216534e-30
1.2302017016107576e-07,0.06438004230410234,3.66198635860747e-07,1.9945666392007017e-10,7.319430860433267e-07,4.8335648763577336e-33,2.6905571624665173e-06,0.938,6.109514604529781e-14,0.006968018950968416,7.805068078608042e-09,8.840855348125e-09,3.417186562077958e-07,0.0,0.0,0.03344300557512767,0.0065165676193084795,0.049998105026412165,5.090600446573866e-18,1.5860533496824393e-19,0.0019992840723294905,4.412480198996805e-26,2.736553804799668e-23,8.324923250024413e-09,1.593431318287865e-11,5.792592358967144e-12,6.444415756262277e-30
1.2359039062032955e-07,0.06438004230410234,3.667444354444668e-07,1.9944399894467255e-10,7.314691090082692e-07,4.960065775161907e-33,2.683279667110161e-06,0.938,6.201315268247485e-14,0.006989685365424632,7.862803396862659e-09,8.850335467980471e-09,3.4149733191162084e-07,0.0,0.0,0.033421346520446295,0.006505732418137631,0.04999810947879363,5.18623802610779e-18,1.6170349565203929e-19,0.001999283690106149,4.5311017519175133e-26,2.79702732554757e-23,8.340011560326344e-09,1.59528987035653e-11,5.817074021275403e-12,6.624590756207512e-30
1.2416061107958334e-07,0.06438004230410234,3.672867574830448e-07,1.994303399836532e-10,7.309965301019496e-07,5.08931570365101e-33,2.676058787458991e-06,0.938,6.294079998807518e-14,0.007011287819871295,7.92071121038843e-09,8.85976548001547e-09,3.4127666052446226e-07,0.0,0.0,0.033399751370464054,0.006494929211830343,0.0499981139001095,5.283292598883393e-18,1.6484804635002898e-19,0.0019992833105359664,4.652390344769765e-26,2.8585937536236687e-23,8.355003710083461e-09,1.597129299083552e-11,5.841523362979901e-12,6.80897729029621e-30
1.2473083153883713e-07,0.06438004230410234,3.678256363394339e-07,1.994157093082194e-10,7.305253428006971e-07,5.2213617463605586e-33,2.6688937987431127e-06,0.938,6.387814170225401e-14,0.007032826613383828,7.97879065872027e-09,8.869145725573031e-09,3.410566389996889e-07,0.0,0.0,0.033378219826805985,0.006484157850660182,0.04999811829074341,5.381778848322381e-18,1.680394719780379e-19,0.001999282933588463,4.7763938187555655e-26,2.921268442039857e-23,8.369900717434042e-09,1.59894983769429e-11,5.865940141999114e-12,6.997653952581199e-30
1.2530105199809091e-07,0.06438004230410234,3.683611058830808e-07,1.9940012866787085e-10,7.30055540622926e-07,5.356251559470892e-33,2.6617839893809847e-06,0.938,6.482523150407069e-14,0.007054302043096529,8.03704088787848e-09,8.87847654376931e-09,3.408372643103296e-07,0.0,0.0,0.03335675159302555,0.006473418185874682,0.04999812265107211,5.481711529752819e-18,1.7127826012943998e-19,0.0019992825592336284,4.903160639465931e-26,2.985066889380646e-23,8.384703584850718e-09,1.6007517156845412e-11,5.890324122105748e-12,7.1907004018556e-30
1.258712724573447e-07,0.06438004230410234,3.688931994989471e-07,1.993836193036888e-10,7.295871171287914e-07,5.494033374487819e-33,2.6547286606675115e-06,0.938,6.57821230108194e-14,0.007075714404218639,8.095461050294092e-09,8.887758271487338e-09,3.40618533448911e-07,0.0,0.0,0.033335346374588716,0.006462710069687237,0.04999812698146571,5.583105470224617e-18,1.7456490107187526e-19,0.0019992821874419133,5.032739901597797e-26,3.0500047403427715e-23,8.39941329946186e-09,1.6025351588973007e-11,5.914675072818756e-12,7.388197369776862e-30
1.264414929165985e-07,0.06438004230410234,3.694219500963777e-07,1.9936620196131953e-10,7.291200659198539e-07,5.634756001918668e-33,2.647727126471102e-06,0.938,6.674886977737338e-14,0.007097063990050232,8.154050304735205e-09,8.8969912433716e-09,3.404004434272979e-07,0.0,0.0,0.03331400387885853,0.006452033355269071,0.04999813128228772,5.6859755683244625e-18,1.778998877439343e-19,0.001999281818184216,5.165181333673604e-26,3.1160977862719324e-23,8.414030833364638e-09,1.6043003895975504e-11,5.938992769297463e-12,7.590226668988131e-30
1.2701171337585228e-07,0.06438004230410234,3.699473901178129e-07,1.9934789690365187e-10,7.286543806387399e-07,5.778468834943537e-33,2.6407787129393837e-06,0.938,6.772552529554179e-14,0.007118351091997977,8.212807816234391e-09,8.906175791823578e-09,3.401829912765345e-07,0.0,0.0,0.03329272381507952,0.006441387896741292,0.049998135553895276,5.7903367939901875e-18,1.8128371575181015e-19,0.0019992814514318774,5.300535302763444e-26,3.1833619656966636e-23,8.428557143930073e-09,1.6060476265451478e-11,5.963276992237774e-12,7.796871201236701e-30
1.2758193383510607e-07,0.06438004230410234,3.704695515473443e-07,1.993287239231924e-10,7.281900549688124e-07,5.925221853081696e-33,2.6338827582132594e-06,0.938,6.871214299343941e-14,0.0071395759995907075,8.271732756017108e-09,8.91531224699798e-09,3.399661740466889e-07,0.0,0.0,0.033271505894362466,0.006430773549167021,0.049998139796639314,5.896204188324646e-18,1.8471688336591885e-19,0.0019992810871566733,5.438852819209558e-26,3.251813364859384e-23,8.442993174100268e-09,1.607777085065865e-11,5.987527527770365e-12,8.008214965489184e-30
1.2815215429435986e-07,0.06438004230410234,3.709884659191142e-07,1.9930870235413974e-10,7.277270826338407e-07,6.0750656258530226e-33,2.6270386121490455e-06,0.938,6.970877623486847e-14,0.0071607390004948725,8.330824301431169e-09,8.92440093679977e-09,3.3974998880669736e-07,0.0,0.0,0.03325034982966925,0.006420190168543607,0.04999814401086463,6.003592863409053e-18,1.8819989151748842e-19,0.001999280725330805,5.580185541353106e-26,3.3214682182445986e-23,8.457339852678155e-09,1.6094889771206432e-11,6.0117441673608885e-12,8.224343066043054e-30
1.2872237475361364e-07,0.06438004230410234,3.7150416432556e-07,1.992878510841607e-10,7.272654573976712e-07,6.228051316434358e-33,2.6202456360484485e-06,0.938,7.071547831871307e-14,0.007181840380529807,8.390081635877244e-09,8.933442186882012e-09,3.3953443264421033e-07,0.0,0.0,0.03322925533579772,0.006409637611794915,0.04999814819691006,6.112518002115856e-18,1.9173324379511847e-19,0.0019992803659268873,5.724585780262982e-26,3.3923429091042747e-23,8.471598094609895e-09,1.6111835113731033e-11,6.035926707712111e-12,8.445341720634332e-30
1.2929259521286743e-07,0.06438004230410234,3.720166774255029e-07,1.9926618856587255e-10,7.268051730639098e-07,6.38423068531075e-33,2.6135032023961306e-06,0.938,7.173230247834534e-14,0.00720288042368287,8.449503948740365e-09,8.942436320644458e-09,3.393195026654422e-07,0.0,0.0,0.03320822212936696,0.00639911573676369,0.04999815235510862,6.222994857921131e-18,1.9531744644130873e-19,0.00199928000891795,5.872106504466625e-26,3.46445396998039e-23,8.48576880126021e-09,1.6128608932553843e-11,6.060074950667948e-12,8.671298268541013e-30
1.2986281567212122e-07,0.06438004230410234,3.725260354520821e-07,1.9924373282803453e-10,7.263462234755967e-07,6.543656093921427e-33,2.606810694604615e-06,0.938,7.275930188104345e-14,0.007223859412124416,8.50909043532253e-09,8.951383659232928e-09,3.3910519599502036e-07,0.0,0.0,0.03318724992880242,0.006388624402204011,0.049998156485787655,6.3350387547165305e-18,1.989530083489597e-19,0.0019992796542774227,6.022801344682613e-26,3.537818083224676e-23,8.499852860680795e-09,1.6145213250323355e-11,6.084188703119387e-12,8.902301178681988e-30
1.30433036131375e-07,0.06438004230410234,3.730322682205345e-07,1.9922050148645446e-10,7.258886025148919e-07,6.706380508300445e-33,2.600167506766293e-06,0.938,7.379652962742143e-14,0.00724477762622264,8.568840296776228e-09,8.96028452153941e-09,3.3889150977583555e-07,0.0,0.0,0.03316633845432149,0.006378163467773797,0.049998160589268925,6.448665086620798e-18,2.026404410578439e-19,0.001999279301979127,6.176724598554928e-26,3.612452081515543e-23,8.513851147872095e-09,1.616165005864128e-11,6.10826777691222e-12,9.138440057711156e-30
1.310032565906288e-07,0.06438004230410234,3.7353540513582327e-07,1.9919651175461291e-10,7.254323041027602e-07,6.87245750271193e-33,2.593573043412302e-06,0.938,7.484403875087008e-14,0.007265635344558256,8.62875274003906e-09,8.969139224202868e-09,3.3867844116889585e-07,0.0,0.0,0.03314548742791886,0.006367732794027411,0.04999816466586873,6.563889317790868e-18,2.0638025875104913e-19,0.001999278951997273,6.333931235388751e-26,3.688372948372207e-23,8.527764525038606e-09,1.6177921318673332e-11,6.132311988756597e-12,9.379805658106408e-30
1.3157347704988258e-07,0.06438004230410234,3.740354752001131e-07,1.9917178045401112e-10,7.249773221986601e-07,7.041941263279752e-33,2.5870267192780653e-06,0.938,7.590188221700944e-14,0.00728643284393905,8.688826977769316e-09,8.977948081610782e-09,3.3846598735318075e-07,0.0,0.0,0.033124696573352326,0.006357332242408326,0.049998168715898114,6.6807269822325745e-18,2.1017297825139502e-19,0.001999278604306451,6.49447690088765e-26,3.7655978186660385e-23,8.541593841837876e-09,1.619402896174502e-11,6.156321160138302e-12,9.626489886253203e-30
1.3214369750913637e-07,0.06438004230410234,3.7453250702009876e-07,1.9914632402424712e-10,7.245236508002356e-07,7.214886591611714e-33,2.580527959075279e-06,0.938,7.697011292315201e-14,0.007307170399414272,8.749062228282555e-09,8.986711405901337e-09,3.3825414552549607e-07,0.0,0.0,0.033103965616128585,0.006346961675241859,0.049998172739662824,6.799193683610987e-18,2.1401911901782187e-19,0.0019992782588816216,6.658417921892023e-26,3.8441439791291105e-23,8.555339935623433e-09,1.6209974889923e-11,6.180295117231795e-12,9.878585810522456e-30
1.3271391796839016e-07,0.06438004230410234,3.750265288141836e-07,1.9912015853282576e-10,7.240712839430102e-07,7.391348908417947e-33,2.574076197270143e-06,0.938,7.804878369777712e-14,0.007327848284288895,8.809457715489198e-09,8.995429506966277e-09,3.380429129003321e-07,0.0,0.0,0.033083294283489155,0.006336620955727998,0.0499981767374636,6.919305095060369e-18,2.1791920314175367e-19,0.001999277915698114,6.825811311118667e-26,3.9240288688599846e-23,8.569003631681788e-09,1.6225760976582275e-11,6.204233690814895e-12,1.0136187669342472e-29
