Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),N2X(36),H2(13),H2X(31),NH2(D)(23),N2O(37)
7.752239030127699e-25,0.06438004230410234,3.711221496396085e-23,3.83686421598098e-45,2.2031244105762256e-19,8.607800903808698e-190,1.7308191855540345e-22,0.938,3.15017763787458e-104,6.61231333029249e-20,4.038160193486288e-65,1.3596970359140613e-22,9.063649099108274e-21,0.0,0.0,0.040415171805012265,0.01,0.05,4.4684809782394156e-113,1.1012016603561615e-126,0.002,1.1201552698091966e-197,4.485898552855925e-135,5.68889274430029e-59,1.9871608849413102e-60,5.2786562572316624e-45,9.67988095841249e-218
1.5511213280959245e-24,0.06438004230410234,7.425667338140907e-23,1.5357456020649638e-44,4.408162917077502e-19,4.4189149436346106e-187,3.4631421236588713e-22,0.938,1.0093013830320663e-102,1.3230371502748576e-19,3.232983529064507e-64,2.7205753898433205e-22,1.8135172784748957e-20,0.0,0.0,0.040415171805012265,0.01,0.05,7.152897422975254e-112,7.056531906017884e-125,0.002,1.150092513404506e-194,1.436177996416755e-133,4.5557280904748196e-58,1.5913403663461529e-59,2.1128381604149634e-44,1.9877196216917984e-214
3.1029161782622337e-24,0.06438004230410234,1.4854559021630551e-22,6.144982809544199e-44,8.818239930077856e-19,2.26549006410943e-184,6.927787999869643e-22,0.938,3.231757153067748e-101,2.646648784766076e-19,2.587369392947982e-63,5.442332097700745e-22,3.627822015602953e-20,0.0,0.0,0.040415171805012265,0.01,0.05,1.1447298162964653e-110,4.519011780393968e-123,0.002,1.179260780088459e-191,4.596874323712856e-132,3.646428932350519e-57,1.2737172714923036e-58,8.454104740810195e-44,4.076265665038338e-211
6.206505878594852e-24,0.06438004230410234,2.971234238860984e-22,2.458393261069245e-43,1.7638393956069774e-18,1.160700959375887e-181,1.3857079752295565e-21,0.938,1.0344812426101236e-99,5.293872053748517e-19,2.0702886262351703e-62,1.0885845513411213e-21,7.256431489858747e-20,0.0,0.0,0.040415171805012265,0.01,0.05,1.831780688972342e-109,2.8930739191204414e-121,0.002,1.2083654912409002e-188,1.471176541217829e-130,2.9178819102692003e-56,1.0192318715744856e-57,3.3821923945647212e-43,8.35374235156005e-208
1.2413685279260089e-23,0.06438004230410234,5.942790912256841e-22,9.834373375781015e-43,3.527870200801843e-18,5.944760605670055e-179,2.7715663257164943e-21,0.938,3.310850395979419e-98,1.0588318591713416e-18,1.6563881625410674e-61,2.177287234481461e-21,1.451365043836906e-19,0.0,0.0,0.040415171805012265,0.01,0.05,2.9310194886805575e-108,1.8518574048312288e-119,0.002,1.2377771972098707e-185,4.7080477441146775e-129,2.334601070054155e-55,8.154887316153167e-57,1.3529870653150743e-42,1.7114148901768343e-204
2.4828044080590562e-23,0.06438004230410234,1.1885904259048558e-21,3.933909422318268e-42,7.055931811177503e-18,3.0442218156278913e-176,5.5432830266973825e-21,0.938,1.0595538013634306e-96,2.117721166764328e-18,1.3251734380186794e-60,4.354692600755128e-21,2.9028088335384594e-19,0.0,0.0,0.04041517180501226,0.01,0.049999999999999996,4.689767490969363e-107,1.1852815788226651e-117,0.002,1.267694095203626e-182,1.5066205280780359e-127,1.8677990799994367e-54,6.524322815557556e-56,5.412168484079726e-42,3.505559371733517e-201
4.965676168325151e-23,0.06438004230410234,2.377213095263198e-21,1.5735957839029576e-41,1.4112055031872528e-17,1.5587702191865523e-173,1.1086716428687204e-20,0.938,3.390702849832267e-95,4.235499781950327e-18,1.0601639142889503e-59,8.709503333274408e-21,5.805696412939524e-19,0.0,0.0,0.04041517180501225,0.009999999999999998,0.04999999999999999,7.503737032881372e-106,7.586099205763933e-116,0.0019999999999999996,1.2982260052633232e-179,4.8212580898295974e-126,1.4942865550322984e-53,5.219623442550338e-55,2.164911438979881e-41,7.179979052895616e-198
9.93141968885734e-23,0.06438004230410234,4.754458433979882e-21,6.294447166169389e-41,2.822430147303743e-17,7.981227897359056e-171,2.217358323277903e-20,0.938,1.0850458221173635e-93,8.471057012322433e-18,8.481411971274926e-59,1.7419124798200766e-20,1.161147157173349e-18,0.0,0.0,0.04041517180501223,0.009999999999999997,0.049999999999999975,1.2006066490685759e-104,4.8551985664306986e-114,0.001999999999999999,1.3294375152210165e-176,1.5428141727689672e-124,1.1954481607388833e-52,4.175764831104586e-54,8.659733847399608e-41,1.4705195656754085e-194
1.9862906729921718e-22,0.06438004230410234,9.508949111413242e-21,2.517791672665317e-40,5.644879435446661e-17,4.0864666206846267e-168,4.4347316841411423e-20,0.938,3.472180087533024e-92,1.6942171473067075e-17,6.785169840271444e-58,3.483836772760465e-20,2.3223021889288767e-18,0.0,0.0,0.040415171805012196,0.009999999999999993,0.04999999999999995,1.9209776176233666e-103,3.107357506882481e-112,0.001999999999999998,1.3613700084140158e-173,4.9370238874692646e-123,9.563660953521278e-52,3.3406382959339764e-53,3.4639111573342665e-40,3.011681604739509e-191
3.9725880812050476e-22,0.06438004230410234,1.9017930466279944e-20,1.0071192303345837e-39,1.1289778011372248e-16,2.0922856344731798e-165,8.869478406047117e-20,0.938,1.11110298118617e-90,3.3884400394558086e-17,5.428151977887331e-57,6.967685358461712e-20,4.644612252426871e-18,0.0,0.0,0.04041517180501212,0.009999999999999985,0.04999999999999989,3.073569771704623e-102,1.988718540373007e-110,0.0019999999999999957,1.3940527158216217e-170,1.5798506096369598e-121,7.650959030265742e-51,2.6725212092443203e-52,1.3855679866164295e-39,6.16796744314918e-188
7.945182897630799e-22,0.06438004230410234,3.803589317601324e-20,4.028482044066902e-39,2.2579575161782436e-16,1.0712486614690804e-162,1.7738971850577044e-19,0.938,3.5555381053087325e-89,6.776885823754694e-17,4.342528025093987e-56,1.3935382529146073e-19,9.28923237937061e-18,0.0,0.0,0.04041517180501197,0.009999999999999967,0.04999999999999978,4.917716102225396e-101,1.272782981502499e-108,0.001999999999999991,1.4275078829303313e-167,5.0555266965734416e-120,6.120779331677847e-50,2.1380211964610724e-51,5.5422789938389813e-39,1.263197881037739e-184
1.5890372530482302e-21,0.06438004230410234,7.607181859547948e-20,1.6113938423218104e-38,4.515916945683885e-16,5.484734280517282e-160,3.547795874250883e-19,0.938,1.1377735644435957e-87,1.355377739235522e-16,3.474024997999479e-55,2.787077686764229e-19,1.8578472633049104e-17,0.0,0.0,0.04041517180501166,0.009999999999999933,0.04999999999999955,7.868349339774147e-100,8.145821053607028e-107,0.0019999999999999814,1.4617523967387125e-164,1.6177693026693283e-118,4.89662830907328e-49,1.7104186488906297e-50,2.2169130070110106e-38,2.587001529853356e-181
3.1780751796185306e-21,0.06438004230410234,1.5214366943441044e-19,6.445577419868038e-38,9.03183580238958e-16,2.8081127561960573e-157,7.095593253786013e-19,0.938,3.640877601081597e-86,2.710756052956725e-16,2.779221030863311e-54,5.574156553314467e-19,3.715695313957013e-17,0.0,0.0,0.04041517180501106,0.009999999999999865,0.0499999999999991,1.2589361811697771e-98,5.213328667718764e-105,0.0019999999999999627,1.4967965266405235e-161,5.176862987035634e-117,3.917304585936401e-48,1.3683355959517941e-49,8.867654846995517e-38,5.29804492276485e-178
6.356151032759132e-21,0.06438004230410234,3.042873711122663e-19,2.578231379015531e-37,1.8063673506578626e-15,1.437678037798233e-154,1.4191188017451359e-18,0.938,1.1650811845922242e-84,5.421512680403529e-16,2.223377239745953e-53,1.1148314281818924e-18,7.431391414926836e-17,0.0,0.0,0.04041517180500984,0.00999999999999973,0.0499999999999982,2.0142981215846368e-97,3.33653137226625e-103,0.0019999999999999254,1.5326389911039545e-158,1.6565963526462214e-115,3.133844446115537e-47,1.0946687477376307e-48,3.5470625025884607e-37,1.0849825195249297e-174
1.2712302739040334e-20,0.06438004230410234,6.085747744679538e-19,1.0312926345815617e-36,3.6127348878067345e-15,7.360129422582353e-152,2.8382377563162403e-18,0.938,3.728260361124539e-83,1.0843025935314717e-15,1.7787019611304685e-52,2.2296629720443766e-18,1.4862783615528951e-16,0.0,0.0,0.040415171805007415,0.009999999999999459,0.049999999999996395,3.222877187164261e-96,2.1353804101111204e-101,0.001999999999999851,1.5692556506839841e-155,5.3011086550888406e-114,2.5070758708712317e-46,8.757351069652594e-48,1.4188251137933479e-36,2.2218082720115513e-171
2.542460615160274e-20,0.06438004230410234,1.2171495811792321e-18,4.125170710370397e-36,7.225469947348725e-15,9.315040707767844e-149,5.6764756728105895e-18,0.938,1.193043411205773e-81,2.1686052445207437e-15,1.422961641936368e-51,4.459326052415716e-18,2.9725568011383067e-16,0.0,0.0,0.040415171805002564,0.009999999999998916,0.04999999999999278,3.222877187164263e-96,1.3666435736411866e-99,0.0019999999999997017,3.969815690886168e-152,1.557200669473604e-113,2.0056608271400275e-45,7.005881296977337e-47,5.675300680688568e-36,1.123794640916015e-167
5.084921297672755e-20,0.06438004230410234,2.434299194601403e-18,1.6500683234317458e-35,1.4450940007409706e-14,4.772813145985579e-146,1.135295153520785e-17,0.938,3.817739096894511e-80,4.337210546527423e-15,1.1383693512395036e-50,8.918652183743875e-18,5.945113678169084e-16,0.0,0.0,0.040415171804992864,0.009999999999997832,0.04999999999998555,3.222877187163997e-96,8.746519290697302e-98,0.0019999999999994033,4.0704466773007935e-149,3.611380277402403e-113,1.6045287216516638e-44,5.6047052239313704e-46,2.2701203173778568e-35,2.30523166411667e-164
1.0169842662697717e-19,0.06438004230410234,4.8685984214441976e-18,6.600273411292202e-35,2.890187989143964e-14,2.441605512796982e-143,2.2705903377636607e-17,0.938,1.2216765578947886e-78,8.67442115065332e-15,9.106955096319448e-50,1.7837304328742123e-17,1.1890227423670452e-15,0.0,0.0,0.040415171804973456,0.009999999999995663,0.04999999999997109,3.2228771871652743e-96,5.5977725617284815e-96,0.0019999999999988066,4.1646072278888055e-146,7.719739493261861e-113,1.2836230137170648e-43,4.4837642694407176e-45,9.080481359711429e-35,4.717121588572524e-161
1.525476402772268e-19,0.06438004230410234,7.302897648285446e-18,1.4025581127721951e-34,4.335281953937758e-14,1.3922648425670875e-142,3.40588553376996e-17,0.938,5.715275021366295e-78,1.301163175489176e-14,2.604020014688328e-49,2.67559563560823e-17,1.783534116061163e-15,0.0,0.0,0.04041517180495405,0.009999999999993495,0.04999999999995663,1.8566997731892035e-92,3.1376217651438e-95,0.00199999999999821,2.7889033864799256e-145,2.3675980058686824e-109,3.8107558666533105e-43,1.3311175268863221e-44,1.9296022945756322e-34,3.6290728857820306e-160
