Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),NO2(13),NO2_X(14),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7)
8.183884301229297e-07,0.05954180215024143,3.2346954158600953e-07,1.3893588640815648e-10,9.597634661453343e-07,-3.0991138765007436e-31,4.446299099141432e-06,5.10485587947328e-25,4.58698543044239e-18,0.938,1.6134984739403674e-11,0.0028660989291454035,5.733960488401123e-09,3.497549088064408e-09,7.793539958021047e-07,0.0,0.0,0.034505304237168535,0.00856797597832235,0.049996985837059825,5.574675445491736e-18,2.228505511578903e-17,0.001998891287431219,-2.033589274052288e-24
8.191935723822479e-07,0.05954180215024143,3.2360794460991674e-07,1.3905188310380443e-10,9.596965433221327e-07,-3.024548499830251e-31,4.443777636697942e-06,5.124402558617179e-25,4.6023975718422474e-18,0.938,1.617450472520939e-11,0.0028685083952930787,5.743021900246545e-09,3.4987801255462935e-09,7.792996027697619e-07,0.0,0.0,0.03450289726494817,0.008566770573070927,0.049996987247067255,5.593292587462225e-18,2.2354953315084815e-17,0.0019988911942042985,-1.9851696339206233e-24
8.19998714641566e-07,0.05954180215024143,3.2374621904240275e-07,1.391680261937454e-10,9.59629639068883e-07,-2.9496937555703914e-31,4.441260308897763e-06,5.1440102287234725e-25,4.6178522816816644e-18,0.938,1.621410491201976e-11,0.002870917188159824,5.752096754034791e-09,3.500010288488862e-09,7.792452248739518e-07,0.0,0.0,0.0345004909619562,0.008565565505515746,0.04999698865494536,5.611968614637438e-18,2.242502531893765e-17,0.0019988911010771653,-1.936554725680344e-24
8.208038569008842e-07,0.05954180215024143,3.2388436512152966e-07,1.3928431582840153e-10,9.595627533776558e-07,-2.8745485813027962e-31,4.4387471040734955e-06,5.163679045942156e-25,4.63334965548745e-18,0.938,1.6253785432907325e-11,0.002873325308046168,5.761185064238681e-09,3.5012395777424558e-09,7.791908621081247e-07,0.0,0.0,0.03449808532790348,0.008564360775503545,0.049996990060700144,5.630703707537079e-18,2.2495271488093795e-17,0.0019988910080495715,-1.8877438192316443e-24
8.216089991602023e-07,0.05954180215024143,3.2402238308459337e-07,1.394007521583043e-10,9.594958862405269e-07,-2.7991119110497193e-31,4.4362380106053935e-06,5.183409166742646e-25,4.6488897889526965e-18,0.938,1.629354642110975e-11,0.0028757327552524714,5.770286845354658e-09,3.5024679941571187e-09,7.791365144657315e-07,0.0,0.0,0.034495680362501065,0.008563156382881177,0.04999699146433754,5.6494980471896186e-18,2.2565692183915642e-17,0.001998890915121272,-1.8387361819729622e-24
8.224141414195205e-07,0.05954180215024143,3.241602731681266e-07,1.3951733533409524e-10,9.594290376496123e-07,-2.723382675264e-31,4.4337330169211135e-06,5.203200747914221e-25,4.664472777937003e-18,0.938,1.6333388010030122e-11,0.002878139530078929,5.7794021119028155e-09,3.5036955385884794e-09,7.790821819402274e-07,0.0,0.0,0.034493276065460085,0.008561952327495575,0.04999699286586349,5.66835181513358e-18,2.2636287768382463e-17,0.001998890822292023,-1.7895310787936055e-24
8.232192836788386e-07,0.05954180215024143,3.242980356079027e-07,1.3963406550652736e-10,9.593622075970112e-07,-2.647359800815554e-31,4.431232111495452e-06,5.22305394656657e-25,4.6800987184667795e-18,0.938,1.637331033323731e-11,0.0028805456328255662,5.788530878426907e-09,3.5049222118900374e-09,7.790278645250696e-07,0.0,0.0,0.0344908724364918,0.00856074860919378,0.04999699426528391,5.687265193419035e-18,2.2707058604091294e-17,0.001998890729561579,-1.7401277720651164e-24
8.240244259381568e-07,0.05954180215024143,3.24435670638939e-07,1.3975094282646587e-10,9.592953960747783e-07,-2.5710422109816625e-31,4.428735282850109e-06,5.242968920130235e-25,4.695767706735472e-18,0.938,1.641331352446629e-11,0.0028829510637922405,5.7976731594943825e-09,3.506148014907231e-09,7.789735622137184e-07,0.0,0.0,0.03448846947530762,0.008559545227822919,0.04999699566260467,5.706238364608885e-18,2.2778005054257652e-17,0.0019988906369296975,-1.6905255216339855e-24
8.24829568197475e-07,0.05954180215024143,3.2457317849549886e-07,1.3986796744488922e-10,9.592286030750253e-07,-2.4944288254406643e-31,4.426242519553488e-06,5.262945826357019e-25,4.71147983910377e-18,0.938,1.645339771761839e-11,0.002885355823278642,5.806828969696385e-09,3.507372948492463e-09,7.789192749996358e-07,0.0,0.0,0.034486067181619014,0.008558342183230223,0.04999699705783165,5.725271511779999e-18,2.2849127482716225e-17,0.001998890544396136,-1.6407235848151078e-24
8.256347104567931e-07,0.05954180215024143,3.2471055941109867e-07,1.399851395128906e-10,9.591618285899105e-07,-2.417518560252697e-31,4.423753810220311e-06,5.282984823320709e-25,4.72723521210001e-18,0.938,1.6493563046761785e-11,0.0028877599115842926,5.815998323647786e-09,3.508597013505764e-09,7.788650028762871e-07,0.0,0.0,0.03448366555513764,0.00855713947526301,0.04999699845097068,5.744364818525248e-18,2.2920426253922045e-17,0.0019988904519606526,-1.5907212163800881e-24
8.264398527161113e-07,0.05954180215024143,3.248478136185076e-07,1.4010245918167876e-10,9.590950726114311e-07,-2.340310327847623e-31,4.4212691435114824e-06,5.303086069417438e-25,4.743033922420349e-18,0.938,1.653380964613171e-11,0.002890163329008547,5.825181235987206e-09,3.5098202107847426e-09,7.788107458371408e-07,0.0,0.0,0.034481264595575226,0.008555937103768705,0.04999699984202757,5.763518468954523e-18,2.299190173295107e-17,0.001998890359623005,-1.540517668551427e-24
8.272449949754294e-07,0.05954180215024143,3.249849413497521e-07,1.4021992660257877e-10,9.590283351317378e-07,-2.262803037027711e-31,4.418788508133835e-06,5.323249723366094e-25,4.758876066928971e-18,0.938,1.6574137650130765e-11,0.00289256607585059,5.834377721377023e-09,3.5110425411840508e-09,7.787565038756675e-07,0.0,0.0,0.034478864302643665,0.008554735068594813,0.04999700123100812,5.782732647695913e-18,2.3063554285500886e-17,0.0019988902673829544,-1.4901121909957103e-24
8.280501372347476e-07,0.05954180215024143,3.251219428361197e-07,1.4033754192703325e-10,9.589616161430153e-07,-2.184995592945383e-31,4.416311892839858e-06,5.343475944208905e-25,4.77476174265842e-18,0.938,1.6614547193329298e-11,0.0028949681524094426,5.843587794503401e-09,3.5122640055656013e-09,7.787022769853394e-07,0.0,0.0,0.03447646467605493,0.00855353336958895,0.04999700261791811,5.802007539897356e-18,2.3135384277891664e-17,0.001998890175240261,-1.4395040308141652e-24
8.288552794940657e-07,0.05954180215024143,3.2525881830816243e-07,1.40455305306604e-10,9.588949156373183e-07,-2.1068868970885174e-31,4.413839286427466e-06,5.36376489131199e-25,4.7906910468099076e-18,0.938,1.6655038410465747e-11,0.0028973695589839545,5.852811470076305e-09,3.5134846047732147e-09,7.786480651596332e-07,0.0,0.0,0.03447406571552117,0.00855233200659882,0.04999700400276327,5.821343331228151e-18,2.3207392077067008e-17,0.001998890083194684,-1.3886924325339536e-24
8.296604217533839e-07,0.05954180215024143,3.253955679956959e-07,1.4057321689297177e-10,9.588282336066736e-07,-2.0284758472812856e-31,4.4113706777398435e-06,5.384116724365595e-25,4.806664076753352e-18,0.938,1.6695611436446813e-11,0.0028997702958728105,5.862048762829517e-09,3.5147043396436917e-09,7.785938683920283e-07,0.0,0.0,0.034471667420754595,0.008551130979472223,0.04999700538554933,5.840740207879704e-18,2.3279578050594428e-17,0.001998889991245987,-1.337676638103894e-24
8.304655640127021e-07,0.05954180215024143,3.255321921278046e-07,1.4069127683793801e-10,9.587615700433507e-07,-1.9497613376743977e-31,4.4089060556651384e-06,5.404531603384702e-25,4.822680930027793e-18,0.938,1.6736266406347857e-11,0.002902170363374525,5.87129968752066e-09,3.515923211046993e-09,7.785396866760045e-07,0.0,0.0,0.0344692697914676,0.008549930288057055,0.04999700676628199,5.8601983565671984e-18,2.3351942566666282e-17,0.0019988898993939306,-1.2864558868848591e-24
8.312707062720202e-07,0.05954180215024143,3.256686909328455e-07,1.4080948529342584e-10,9.586949249394148e-07,-1.870742258715151e-31,4.406445409136194e-06,5.425009688709676e-25,4.838741704341738e-18,0.938,1.6777003455413347e-11,0.0029045697617874457,5.880564258931223e-09,3.517141219827773e-09,7.784855200050464e-07,0.0,0.0,0.03446687282737264,0.008548729932201302,0.04999700814496693,5.879717964531453e-18,2.3424485994100856e-17,0.0019988898076382794,-1.2350294156390298e-24
8.319953343054066e-07,0.05954180215024143,3.257914328908936e-07,1.409160000055242e-10,9.58634960122091e-07,-1.7993637608280996e-31,4.404234217240608e-06,5.443494139677531e-25,4.853234034605843e-18,0.938,1.6813737089173912e-11,0.0029067286485346057,5.888914053381974e-09,3.518236690883283e-09,7.78436782859333e-07,0.0,0.0,0.03446471612818887,0.00854764989870887,0.04999700938403724,5.89733831456e-18,2.3489928353340363e-17,0.001998889725140424,-1.1885690679791828e-24
8.327199623387929e-07,0.05954180215024143,3.259140736838592e-07,1.4102263524522795e-10,9.585750102447495e-07,-1.7277368459440905e-31,4.402026228603217e-06,5.462030035240266e-25,4.8677620916619075e-18,0.938,1.6850537415574944e-11,0.0029088869937786282,5.897274924477167e-09,3.5193314645196193e-09,7.78388057890101e-07,0.0,0.0,0.03446255996736846,0.008546570136785836,0.0499970106214576,5.915008735936461e-18,2.355551619978602e-17,0.0019988896427202934,-1.1419409066867039e-24
8.334445903721793e-07,0.05954180215024143,3.260366134767158e-07,1.4112939112354552e-10,9.58515075301707e-07,-1.655860697488426e-31,4.399821435248069e-06,5.480617492963757e-25,4.8823259470923766e-18,0.938,1.6887404533562094e-11,0.002911044797736663,5.905646883042159e-09,3.520425541364807e-09,7.783393450926055e-07,0.0,0.0,0.03446040434470206,0.00854549064632158,0.04999701185723207,5.932729366256358e-18,2.362124980360965e-17,0.0019988895603777162,-1.0951443699340823e-24
8.341692184055657e-07,0.05954180215024143,3.261590524339676e-07,1.4123626775156797e-10,9.584551552871167e-07,-1.5837344964319244e-31,4.397619829228006e-06,5.4992566306285255e-25,4.89692567259143e-18,0.938,1.69243385421927e-11,0.0029132020606257446,5.914029939918011e-09,3.5215189220245396e-09,7.782906444621045e-07,0.0,0.0,0.03445824925998044,0.008544411427205554,0.04999701309136475,5.95050034346338e-18,2.3687129435395627e-17,0.0019988894781125216,-1.0481788941698879e-24
8.34893846438952e-07,0.05954180215024143,3.262813907196531e-07,1.4134326524046915e-10,9.583952501952834e-07,-1.5113574212929769e-31,4.3954214026244376e-06,5.517947566230131e-25,4.911561339965209e-18,0.938,1.6961339540636062e-11,0.002915358782662803,5.9224241059615084e-09,3.5226116071194792e-09,7.782419559938571e-07,0.0,0.0,0.03445609471299441,0.008543332479327257,0.049997014323859695,5.968321805850497e-18,2.3753155366141567e-17,0.00199888939592454,-1.0010439141122695e-24
8.356184744723384e-07,0.05954180215024143,3.264036284973478e-07,1.4145038370150694e-10,9.58335360020557e-07,-1.4387286481233586e-31,4.393226147547227e-06,5.536690417979481e-25,4.9262330211320445e-18,0.938,1.6998407628173624e-11,0.0029175149640646536,5.930829392045163e-09,3.5237035972784774e-09,7.781932796831237e-07,0.0,0.0,0.034453940703534885,0.008542253802576262,0.04999701555472095,5.986193892060873e-18,2.381932786725883e-17,0.0019988893138136,-9.537388627437642e-25
8.363431025057247e-07,0.05954180215024143,3.2652576593015906e-07,1.415576232460228e-10,9.58275484757086e-07,-1.3658473504987482e-31,4.39103405613468e-06,5.5554853043028735e-25,4.940940788122424e-18,0.938,1.7035542904199036e-11,0.002919670605048006,5.93924580905723e-09,3.524794893109625e-09,7.781446155251677e-07,0.0,0.0,0.034451787231392854,0.0085411753968422,0.049997016783952554,6.0041167410879566e-18,2.3885647210572572e-17,0.0019988892317795337,-9.062631713107638e-25
8.370677305391111e-07,0.05954180215024143,3.2664780318073274e-07,1.4166498398544272e-10,9.58215624399198e-07,-1.2927126995295317e-31,4.388845120553332e-06,5.574332343842409e-25,4.955684713079211e-18,0.938,1.7072745468218387e-11,0.0029218257058294572,5.947673367901709e-09,3.5258854952335325e-09,7.78095963515253e-07,0.0,0.0,0.03444963429635937,0.008540097262014764,0.04999701801155853,6.0220904922766686e-18,2.395211366832242e-17,0.001998889149822171,-8.586162693166216e-25
8.377923585724975e-07,0.05954180215024143,3.267697404112553e-07,1.4177246603127821e-10,9.581557789411835e-07,-1.219323863834011e-31,4.386659332997762e-06,5.593231655456441e-25,4.970464868257918e-18,0.938,1.7110015419850537e-11,0.0029239802666254965,5.956112079498374e-09,3.526975404271677e-09,7.780473236486457e-07,0.0,0.0,0.0344474818982256,0.008539019397983707,0.04999701923754288,6.0401152853247004e-18,2.4018727513163242e-17,0.0019988890679413433,-8.107975845142097e-25
8.385169866058838e-07,0.05954180215024143,3.2689157778345544e-07,1.4188006949512662e-10,9.580959483773029e-07,-1.1456800095400058e-31,4.3844766856905226e-06,5.612183358219744e-25,4.98528132602678e-18,0.938,1.714735285882718e-11,0.0029261342876525007,5.964561954782776e-09,3.5280646208400373e-09,7.779986959206146e-07,0.0,0.0,0.034445330036782795,0.00853794180463885,0.04999702046190959,6.058191260282977e-18,2.4085489018165394e-17,0.0019988889861368825,-7.628065429032322e-25
8.392416146392702e-07,0.05954180215024143,3.270133154586051e-07,1.4198779448867165e-10,9.58036132701838e-07,-1.0717803002780352e-31,4.382297170882016e-06,5.631187571423789e-25,5.0001341588668754e-18,0.938,1.7184757884993056e-11,0.0029282877691267396,5.973023004706254e-09,3.5291531455576395e-09,7.779500803264295e-07,0.0,0.0,0.03444317871182225,0.008536864481870073,0.04999702168466266,6.0763185575564526e-18,2.4152398456815196e-17,0.001998888904408622,-7.146425687256137e-25
8.399662426726565e-07,0.05954180215024143,3.2713495359752045e-07,1.42095641123684e-10,9.579763319090612e-07,-9.976238971756251e-32,4.380120780850351e-06,5.650244414577066e-25,5.0150234393723254e-18,0.938,1.7222230598306152e-11,0.0029304407112643715,5.981495240235949e-09,3.5302409790402552e-09,7.779014768613616e-07,0.0,0.0,0.03444102792313538,0.008535787429567317,0.049997022905806036,6.0944973179050485e-18,2.4219456103015447e-17,0.0019988888227563933,-6.6630508446013705e-25
8.406908707060429e-07,0.05954180215024143,3.272564923605652e-07,1.422036095120219e-10,9.57916545993268e-07,-9.232099588472007e-32,4.377947507901196e-06,5.669354007405395e-25,5.0299492402504426e-18,0.938,1.7259771098837896e-11,0.0029325931142814444,5.989978672354819e-09,3.531328121907621e-09,7.778528855206847e-07,0.0,0.0,0.034438877670513665,0.008534710647620581,0.04999702412534367,6.112727682444537e-18,2.428666223108594e-17,0.0019988887411800296,-6.177935108172603e-25
8.414154987394293e-07,0.05954180215024143,3.273779319076518e-07,1.4231169976563168e-10,9.57856774948731e-07,-8.48537641390167e-32,4.375777344367676e-06,5.688516469852234e-25,5.044911634321902e-18,0.938,1.729737948677336e-11,0.002934744978393899,5.998473312061643e-09,3.5324145747749267e-09,7.778043062996747e-07,0.0,0.0,0.03443672795374868,0.008533634135919937,0.04999702534327949,6.1310097926474016e-18,2.4354017115763968e-17,0.0019988886596793657,-5.691072667342276e-25
8.421401267728156e-07,0.05954180215024143,3.2749927239824275e-07,1.424199119965486e-10,9.577970187697483e-07,-7.736060983750626e-32,4.3736102826102235e-06,5.7077319220789515e-25,5.059910694520876e-18,0.938,1.733505586241144e-11,0.002936896303817564,6.006979170371045e-09,3.533500338261661e-09,7.777557391936075e-07,0.0,0.0,0.03443457877263205,0.008532557894355504,0.04999702655961742,6.1493437903436686e-18,2.4421521032204802e-17,0.0019988885782542334,-5.202457693702176e-25
8.42864754806202e-07,0.05954180215024143,3.2762051399135283e-07,1.4252824631689683e-10,9.577372774505946e-07,-6.984144808424687e-32,4.37144631501647e-06,5.727000484465141e-25,5.074946493895219e-18,0.938,1.7372800326165046e-11,0.0029390470907681584,6.015496258313497e-09,3.534585412982209e-09,7.777071841977636e-07,0.0,0.0,0.03443243012695553,0.008531481922817477,0.04999702777436137,6.1677298177217655e-18,2.4489174255982138e-17,0.0019988884969044697,-4.712084341013815e-25
8.435893828395884e-07,0.05954180215024143,3.2774165684555114e-07,1.426367028388907e-10,9.576775509855775e-07,-6.22961937291672e-32,4.369285434001107e-06,5.746322277608913e-25,5.090019105606597e-18,0.938,1.7410612978561304e-11,0.0029411973394612933,6.024024586935336e-09,3.5356697995560923e-09,7.776586413074223e-07,0.0,0.0,0.034430282016510924,0.008530406221196106,0.049997028987515256,6.186168017329391e-18,2.4556977063088667e-17,0.0019988884156299075,-4.219946745158129e-25
8.443140108729747e-07,0.05954180215024143,3.2786270111896173e-07,1.4274528167483473e-10,9.576178393689713e-07,-5.472476136786542e-32,4.3671276320057644e-06,5.765697422327208e-25,5.1051286029306755e-18,0.938,1.7448493920241754e-11,0.0029433470501124695,6.032564167298775e-09,3.5367534985969368e-09,7.776101105178675e-07,0.0,0.0,0.03442813444109013,0.008529330789381702,0.04999703019908293,6.204658532074392e-18,2.4624929729936507e-17,0.001998888334430384,-3.7260390240851944e-25
8.450386389063611e-07,0.05954180215024143,3.2798364696926694e-07,1.4285398293712448e-10,9.575581425950912e-07,-4.712706534034215e-32,4.364972901498883e-06,5.785126039656079e-25,5.120275059257248e-18,0.938,1.7486443251962537e-11,0.0029454962229370765,6.041115010481919e-09,3.5378365107242734e-09,7.77561591824383e-07,0.0,0.0,0.03442598740048514,0.008528255627264636,0.04999703140906826,6.223201505225615e-18,2.469303253335774e-17,0.001998888253305733,-3.230355277764083e-25
8.457632669397474e-07,0.05954180215024143,3.281044945537074e-07,1.4296280673824708e-10,9.57498460658211e-07,-3.9503019730964256e-32,4.362821234975597e-06,5.804608250851013e-25,5.135458548090432e-18,0.938,1.7524461074594564e-11,0.002947644858150397,6.049677127578771e-09,3.538918836550862e-09,7.775130852222555e-07,0.0,0.0,0.03442384089448801,0.008527180734735346,0.04999703261747511,6.241797080413794e-18,2.4761285750604896e-17,0.0019988881722557915,-2.732889588132655e-25
8.464878949731338e-07,0.05954180215024143,3.282252440290854e-07,1.430717531907816e-10,9.574387935526553e-07,-3.1852538367008506e-32,4.360672624957599e-06,5.82414417738722e-25,5.150679143048783e-18,0.938,1.756254748912376e-11,0.0029497929559676003,6.058250529699245e-09,3.540000476696287e-09,7.77464590706773e-07,0.0,0.0,0.0344216949228909,0.008526106111684327,0.04999703382430733,6.2604454016324004e-18,2.4829689659351432e-17,0.001998888091280397,-2.2336360190471293e-25
8.472125230065202e-07,0.05954180215024143,3.2834589555176513e-07,1.431808224073999e-10,9.573791412726959e-07,-2.4175534818831465e-32,4.358527063993026e-06,5.843733940959938e-25,5.165936917865512e-18,0.938,1.760070259665122e-11,0.00295194051660375,6.0668352279691895e-09,3.5410814317723837e-09,7.774161082732259e-07,0.0,0.0,0.03441954948548602,0.008525031758002137,0.04999703502956872,6.2791466132385335e-18,2.489824453769227e-17,0.0019988880103793856,-1.7325886162314808e-25
8.479371510399065e-07,0.05954180215024143,3.284664492776758e-07,1.4329001450086696e-10,9.57319503812669e-07,-1.6471922398164105e-32,4.356384544656335e-06,5.863377663484734e-25,5.181231946388573e-18,0.938,1.76389264983934e-11,0.0029540875402737977,6.075431233530387e-09,3.5421617023988418e-09,7.77367637916905e-07,0.0,0.0,0.034417404582065714,0.0085239576735794,0.04999703623326312,6.297900859953785e-18,2.4966950664144236e-17,0.0019988879295525937,-1.229741407226685e-25
8.486617790732929e-07,0.05954180215024143,3.285869053623114e-07,1.4339932958404145e-10,9.572598811668426e-07,-8.741614158560139e-33,4.35424505954818e-06,5.883075467097815e-25,5.196564302580908e-18,0.938,1.7677219295682332e-11,0.002956234027192587,6.084038557540578e-09,3.543241289186494e-09,7.773191796331048e-07,0.0,0.0,0.03441526021242236,0.008522883858306792,0.04999703743539431,6.316708286865129e-18,2.503580831764664e-17,0.0019988878487998607,-7.250884013398772e-26
8.493864071066792e-07,0.05954180215024143,3.287072639607353e-07,1.4350876776987648e-10,9.57200273329565e-07,-9.845228933640146e-34,4.3521086012952905e-06,5.90282747415632e-25,5.211934060520513e-18,0.938,1.7715581089965814e-11,0.002958379977574851,6.092657211173459e-09,3.5443201927551792e-09,7.772707334171205e-07,0.0,0.0,0.03441311637634845,0.008521810312075061,0.04999703863596608,6.3355690394257875e-18,2.51048177775617e-17,0.0019988877681210242,-2.1862358959337518e-26
8.501110351400656e-07,0.05954180215024143,3.288275252275783e-07,1.436183291714199e-10,9.571406802950975e-07,6.799438863472218e-33,4.3499751625503564e-06,5.922633807238636e-25,5.2273412944006996e-18,0.938,1.77540119828076e-11,0.002960525391635213,6.10128720561871e-09,3.545398413714651e-09,7.772222992642498e-07,0.0,0.0,0.03441097307363654,0.008520737034775006,0.04999703983498221,6.354483263456123e-18,2.5173979323675094e-17,0.001998887687515924,2.896590553264383e-26
8.50835663173452e-07,0.05954180215024143,3.2894768931704403e-07,1.43728013901815e-10,9.570811020578062e-07,1.4610358839852916e-32,4.347844735991896e-06,5.942494589144695e-25,5.2427860785301535e-18,0.938,1.7792512075887553e-11,0.0029626702695881883,6.109928552082004e-09,3.546475952684951e-09,7.771738771697914e-07,0.0,0.0,0.03440883030407929,0.008519664026297493,0.049997041032446454,6.373451105144513e-18,2.5243293236196428e-17,0.0019988876069843976,7.997655791203732e-26
8.515602912068383e-07,0.05954180215024143,3.2906775638290726e-07,1.438378220743009e-10,9.570215386119441e-07,2.2448325024233324e-32,4.345717314324156e-06,5.962409942896278e-25,5.258268487333199e-18,0.938,1.7831081471001922e-11,0.002964814611648181,6.118581261785012e-09,3.547552810274666e-09,7.771254671290475e-07,0.0,0.0,0.03440668806746945,0.008518591286533452,0.04999704222836256,6.39247271104825e-18,2.5312759795759768e-17,0.0019988875265262852,1.3117020459278238e-25
8.522849192402247e-07,0.05954180215024143,3.291877265785189e-07,1.4394775380221327e-10,9.569619899518933e-07,3.031342566865347e-32,4.343592890276969e-06,5.982379991737331e-25,5.273788595349849e-18,0.938,1.7869720270063463e-11,0.002966958418029487,6.127245345965424e-09,3.5486289871041067e-09,7.770770691373197e-07,0.0,0.0,0.03440454636359982,0.008517518815373866,0.04999704342273427,6.411548228094413e-18,2.538237928342413e-17,0.0019988874461414267,1.8254745383782936e-25
8.530095472736111e-07,0.05954180215024143,3.2930760005680373e-07,1.4405780919898485e-10,9.569024560718954e-07,3.8205749286785007e-32,4.341471456605666e-06,6.002404859134255e-25,5.289346477236095e-18,0.938,1.7908428575101686e-11,0.0029691016889462915,6.13592081587696e-09,3.549704483780605e-09,7.770286831899133e-07,0.0,0.0,0.0344024051922633,0.008516446612709788,0.049997044615565304,6.4306778035807674e-18,2.5452151980673977e-17,0.0019988873658296617,2.341089157643059e-25
8.537341753069974e-07,0.05954180215024143,3.294273769702662e-07,1.441679883781458e-10,9.568429369663557e-07,4.6125384657717864e-32,4.339353006090927e-06,6.022484668776231e-25,5.304942207763921e-18,0.938,1.794720648826299e-11,0.0029712444246126728,6.144607682789384e-09,3.5507793009248e-09,7.769803092821348e-07,0.0,0.0,0.0344002645532529,0.008515374678432323,0.04999704580685936,6.4498615851766586e-18,2.5522078169419742e-17,0.001998887285590832,2.8585520234869603e-25
8.544588033403838e-07,0.05954180215024143,3.2954705747098854e-07,1.442782914533246e-10,9.567834326294996e-07,5.407242082314921e-32,4.337237531538688e-06,6.042619544575503e-25,5.3205758618216326e-18,0.938,1.7986054111810906e-11,0.0029733866252425966,6.153305957988511e-09,3.5518534391426744e-09,7.769319474092934e-07,0.0,0.0,0.03439812444636167,0.008514303012432644,0.04999704699662014,6.469099720923898e-18,2.559215813199834e-17,0.001998887205424778,3.3778692743203457e-25
8.551834313737701e-07,0.05954180215024143,3.2966664171063545e-07,1.4438871853824803e-10,9.567239430557587e-07,6.204694709216473e-32,4.335125025780014e-06,6.062809610667718e-25,5.336247514413832e-18,0.938,1.8024971548126266e-11,0.002975528291049923,6.1620156527762275e-09,3.5529268990552724e-09,7.768835975666983e-07,0.0,0.0,0.03439598487138278,0.008513231614601987,0.04999704818485134,6.488392359237668e-18,2.5662392151173635e-17,0.0019988871253313416,3.899047067251129e-25
8.559080594071565e-07,0.05954180215024143,3.2978612984037043e-07,1.444992697467538e-10,9.566644682393577e-07,7.004905307302233e-32,4.333015481674001e-06,6.083054991439693e-25,5.351957240675955e-18,0.938,1.8063958899721855e-11,0.002977669422248386,6.1707367784724806e-09,3.5539996812705686e-09,7.768352597496632e-07,0.0,0.0,0.03439384582810948,0.008512160484831648,0.04999704937155659,6.507739648953419e-18,2.5732780510189516e-17,0.001998887045310364,4.422091580442237e-25
8.566326874405429e-07,0.05954180215024143,3.2990552201107763e-07,1.4460994519275365e-10,9.566050081746961e-07,7.807882856884527e-32,4.330908892098539e-06,6.103355811447129e-25,5.367705115831473e-18,0.938,1.8103016269199194e-11,0.0029798100190516386,6.179469346409344e-09,3.5550717864014766e-09,7.767869339535014e-07,0.0,0.0,0.03439170731633509,0.00851108962301297,0.04999705055673959,6.5271417391895254e-18,2.5803323492612548e-17,0.0019988869653616887,4.947009006236852e-25
8.573573154739292e-07,0.05954180215024143,3.300248183731124e-07,1.4472074499027683e-10,9.565455628560477e-07,8.613636371012913e-32,4.3288052499607054e-06,6.123712195510313e-25,5.3834912152415936e-18,0.938,1.8142143759298838e-11,0.002981950081673206,6.188213367937897e-09,3.556143215064165e-09,7.767386201735301e-07,0.0,0.0,0.03438956933585302,0.00851001902903738,0.04999705174040397,6.546598779507881e-18,2.5874021382514743e-17,0.0019988868854851575,5.473805559213619e-25
8.580819435073156e-07,0.05954180215024143,3.301440190765717e-07,1.4483166925343703e-10,9.56486132277796e-07,9.422174883220757e-32,4.326704548188338e-06,6.144124268637198e-25,5.399315614365606e-18,0.938,1.818134147286006e-11,0.0029840896103265203,6.196968854422689e-09,3.5572139678629165e-09,7.766903184050642e-07,0.0,0.0,0.03438743188645676,0.00850894870279634,0.04999705292255335,6.566110919785386e-18,2.5944874464326535e-17,0.001998886805680614,6.002487469750642e-25
8.58806571540702e-07,0.05954180215024143,3.302631242709981e-07,1.4494271809647172e-10,9.564267164342344e-07,1.0233507462004906e-31,4.32460677973881e-06,6.164592156106812e-25,5.415178388803869e-18,0.938,1.8220609512864603e-11,0.002986228605224882,6.205735817247715e-09,3.5582840454200878e-09,7.766420286434262e-07,0.0,0.0,0.034385294967939885,0.0085078786441814,0.049997054103191385,6.585678310354243e-18,2.601588302299602e-17,0.0019988867259479013,6.533060991069061e-25
8.595311995740883e-07,0.05954180215024143,3.303821341056332e-07,1.4505389163369966e-10,9.563673153197248e-07,1.10476431949236e-31,4.322511937589157e-06,6.185115983378976e-25,5.431079614251078e-18,0.938,1.8259947982389363e-11,0.0029883670665815055,6.214514267809928e-09,3.5593534483382607e-09,7.765937508839368e-07,0.0,0.0,0.0343831585800961,0.00850680885308414,0.04999705528232166,6.605301101850765e-18,2.6087047343816478e-17,0.0019988866462868635,7.065532391655317e-25
8.602558276074747e-07,0.05954180215024143,3.305010487293301e-07,1.451651899795507e-10,9.563079289285953e-07,1.1864591199805043e-31,4.320420014742358e-06,6.205695876153021e-25,5.4470193665268966e-18,0.938,1.8299356984637238e-11,0.0029905049946094896,6.22330421752345e-09,3.560422177230829e-09,7.765454851219184e-07,0.0,0.0,0.03438102272271911,0.008505739329396229,0.04999705645994776,6.624979445314434e-18,2.6158367712538388e-17,0.001998886566697345,7.59990796023952e-25
8.60980455640861e-07,0.05954180215024143,3.306198682904656e-07,1.4527661324856957e-10,9.562485572551982e-07,1.2684360623173885e-31,4.318331004227825e-06,6.226331960374704e-25,5.462997721579528e-18,0.938,1.833883662294084e-11,0.0029926423895218126,6.23210567782005e-09,3.5614902327070258e-09,7.764972313526973e-07,0.0,0.0,0.034378887395602756,0.008504670073009377,0.04999705763607327,6.6447134921999384e-18,2.6229844415382542e-17,0.0019988864871791894,8.136194006406802e-25
